"School IRN","School Name","District IRN","District Name","County","Org Type","Grade Span","Open/Closed Status as of 9/1/2014","No. Third graders enrolled at end of school year and accountable to school","Perc. Exempt from TGRG promotion threshold","No. Subject to TGRG promotion threshold","Perc. Met promotion threshold","Perc. Did not meet promotion threshold"
"021659","Stevan Dohanos Elementary School","044263","Lorain City","Lorain","Traditional School","K-6","Open","28.0","0.0","28.0","0.8214285714285714","0.17857142857142858"
"039347","Washington Elementary School","044263","Lorain City","Lorain","Traditional School","K-6","Open","36.0","0.1111111111111111","32.0","0.90625","0.09375"
"068510","Liberty Elementary School","044537","North Ridgeville City","Lorain","Traditional School","2-3","Open","295.0","0.05084745762711865","280.0","0.9928571428571429","0.007142857142857143"
"030809","Prospect Elementary School","044594","Oberlin City","Lorain","Traditional School","3-5","Open","70.0","0.014285714285714285","69.0","0.9565217391304348","0.043478260869565216"
"036996","Tennyson Elementary School","044768","Sheffield-Sheffield Lake City","Lorain","Traditional School","2-3","Open","117.0","0.03418803418803419","113.0","1.0","0.0"
"064121","Josiah Harris Elementary School","045195","Amherst Exempted Village","Lorain","Traditional School","3-4","Open","244.0","0.06147540983606557","229.0","0.9956331877729258","0.004366812227074236"
"040881","Westwood Elementary School","045658","Wellington Exempted Village","Lorain","Traditional School","K-3","Open","76.0","0.10526315789473684","68.0","1.0","0.0"
"000701","Avon Heritage South Elementary School","048116","Avon Local","Lorain","Traditional School","3-4","Open","359.0","0.03064066852367688","348.0","0.9971264367816092","0.0028735632183908046"
"009712","Eastview Elementary School","048124","Avon Lake City","Lorain","Traditional School","K-4","Open","97.0","0.0","97.0","1.0","0.0"
"010652","Erieview Elementary School","048124","Avon Lake City","Lorain","Traditional School","K-4","Open","55.0","0.0","55.0","0.9818181818181818","0.01818181818181818"
"031211","Redwood Elementary School","048124","Avon Lake City","Lorain","Traditional School","K-4","Open","78.0","0.01282051282051282","77.0","1.0","0.0"
"040808","Westview Elementary School","048124","Avon Lake City","Lorain","Traditional School","K-4","Open","40.0","0.1","36.0","1.0","0.0"
"038448","Vincent Elementary School","048132","Clearview Local","Lorain","Traditional School","K-4,P","Open","115.0","0.02608695652173913","112.0","0.9285714285714286","0.07142857142857142"
"007336","Copopa Elementary School","048140","Columbia Local","Lorain","Traditional School","K-4","Open","52.0","0.0","52.0","1.0","0.0"
"011676","Firelands Elementary School","048157","Firelands Local","Lorain","Traditional School","K-5","Open","116.0","0.02586206896551724","113.0","1.0","0.0"
"029561","Keystone Elementary School","048165","Keystone Local","Lorain","Traditional School","K-5","Open","110.0","0.05454545454545454","104.0","0.9903846153846154","0.009615384615384616"
"008979","Midview West Elementary School","048173","Midview Local","Lorain","Traditional School","K,3-4","Open","212.0","0.05188679245283019","201.0","0.9850746268656716","0.014925373134328358"
"008000","Lorain Preparatory Academy","","","Lorain","Community School","K-12","Open","37.0","0.02702702702702703","36.0","0.7222222222222222","0.2777777777777778"
"011533","Horizon Science Academy Lorain","","","Lorain","Community School","K-12","Open","42.0","0.023809523809523808","41.0","1.0","0.0"
"132951","Constellation Schools: Lorain Community Elementary","","","Lorain","Community School","K-4","Open","35.0","0.02857142857142857","34.0","1.0","0.0"
"132969","Constellation Schools: Elyria Community","","","Lorain","Community School","K-9","Open","54.0","0.0","54.0","0.9444444444444444","0.05555555555555555"
"133322","Summit Academy Community School Alternative Learners-Lorain","","","Lorain","Community School","K,1-10,UNG","Open","25.0","0.32","17.0","0.8823529411764706","0.11764705882352941"
"151142","Lorain K-12 Digital Academy","","","Lorain","Community School","K-12","Open","--","--","--","--","--"
"011007","Fairfield Elementary School","044362","Maumee City","Lucas","Traditional School","K-3","Open","109.0","0.01834862385321101","107.0","0.9906542056074766","0.009345794392523364"
"012666","Fort Miami Elementary School","044362","Maumee City","Lucas","Traditional School","K-3","Open","92.0","0.043478260869565216","88.0","0.9886363636363636","0.011363636363636364"
"007559","Coy Elementary School","044602","Oregon City","Lucas","Traditional School","K-4","Open","72.0","0.013888888888888888","71.0","1.0","0.0"
"018291","Jerusalem Elementary School","044602","Oregon City","Lucas","Traditional School","K-4","Open","95.0","0.0","95.0","1.0","0.0"
"035832","Starr Elementary School","044602","Oregon City","Lucas","Traditional School","K-4","Open","105.0","0.02857142857142857","102.0","0.9705882352941176","0.029411764705882353"
"005330","Central Trail Elementary School","044875","Sylvania City","Lucas","Traditional School","K-5","Open","92.0","0.03260869565217391","89.0","1.0","0.0"
"016444","Hill View Elementary School","044875","Sylvania City","Lucas","Traditional School","K-5","Open","62.0","0.016129032258064516","61.0","1.0","0.0"
"022665","Maplewood Elementary School","044875","Sylvania City","Lucas","Traditional School","K-5","Open","63.0","0.047619047619047616","60.0","0.9833333333333333","0.016666666666666666"
"036681","Sylvan Elementary School","044875","Sylvania City","Lucas","Traditional School","K-5","Open","57.0","0.0","57.0","1.0","0.0"
"036699","Highland Elementary School","044875","Sylvania City","Lucas","Traditional School","K-5","Open","98.0","0.02040816326530612","96.0","1.0","0.0"
"036723","Stranahan Elementary School","044875","Sylvania City","Lucas","Traditional School","K-5,P","Open","70.0","0.1","63.0","0.9841269841269841","0.015873015873015872"
"036731","Whiteford Elementary School","044875","Sylvania City","Lucas","Traditional School","K-5","Open","51.0","0.0","51.0","1.0","0.0"
"000234","Ella P. Stewart Academy for Girls","044909","Toledo City","Lucas","Traditional School","K-8","Open","28.0","0.0","28.0","0.9642857142857143","0.03571428571428571"
"000968","Arlington Elementary School","044909","Toledo City","Lucas","Traditional School","K-8","Open","40.0","0.05","38.0","0.9736842105263158","0.02631578947368421"
"002642","Beverly Elementary School","044909","Toledo City","Lucas","Traditional School","K-8","Open","70.0","0.014285714285714285","69.0","0.9855072463768116","0.014492753623188406"
"002758","Birmingham Elementary School","044909","Toledo City","Lucas","Traditional School","K-8","Open","31.0","0.0","31.0","1.0","0.0"
"004358","Burroughs Elementary School","044909","Toledo City","Lucas","Traditional School","K-8","Open","46.0","0.043478260869565216","44.0","0.9545454545454546","0.045454545454545456"
"006007","Chase STEM Academy","044909","Toledo City","Lucas","Traditional School","K-8","Open","18.0","0.0","18.0","0.7777777777777778","0.2222222222222222"
"006056","Rosa Parks Elementary School","044909","Toledo City","Lucas","Traditional School","K-8","Open","28.0","0.07142857142857142","26.0","0.8846153846153846","0.11538461538461539"
"007856","Byrnedale Elementary School","044909","Toledo City","Lucas","Traditional School","K-8","Open","34.0","0.0","34.0","0.9411764705882353","0.058823529411764705"
"008441","DeVeaux Elementary School","044909","Toledo City","Lucas","Traditional School","K-8","Open","38.0","0.07894736842105263","35.0","0.8857142857142857","0.11428571428571428"
"009902","Edgewater Elementary School","044909","Toledo City","Lucas","Traditional School","K-8","Open","18.0","0.1111111111111111","16.0","0.875","0.125"
"010371","Elmhurst Elementary School","044909","Toledo City","Lucas","Traditional School","K-8","Open","68.0","0.0","68.0","0.9705882352941176","0.029411764705882353"
"012922","Garfield Elementary School","044909","Toledo City","Lucas","Traditional School","K-8","Open","33.0","0.0","33.0","1.0","0.0"
"013599","Glendale-Feilbach Elementary School","044909","Toledo City","Lucas","Traditional School","K-8","Open","37.0","0.0","37.0","0.9459459459459459","0.05405405405405406"
"013706","Glenwood Elementary School","044909","Toledo City","Lucas","Traditional School","K-8","Open","17.0","0.11764705882352941","15.0","0.9333333333333333","0.06666666666666667"
"014688","Grove Patterson Academy Elementary School","044909","Toledo City","Lucas","Traditional School","K-8","Open","41.0","0.0","41.0","1.0","0.0"
"014936","Leverette Elementary School","044909","Toledo City","Lucas","Traditional School","K-8","Open","22.0","0.09090909090909091","20.0","0.9","0.1"
"015545","Harvard Elementary School","044909","Toledo City","Lucas","Traditional School","K-8","Open","60.0","0.016666666666666666","59.0","1.0","0.0"
"015636","Hawkins Elementary School","044909","Toledo City","Lucas","Traditional School","K-8","Open","37.0","0.05405405405405406","35.0","1.0","0.0"
"018523","Samuel M. Jones at Gunckel Park Elementary School","044909","Toledo City","Lucas","Traditional School","K-8","Open","22.0","0.09090909090909091","20.0","0.8","0.2"
"018952","Keyser Elementary School","044909","Toledo City","Lucas","Traditional School","K-8","Open","23.0","0.043478260869565216","22.0","0.9090909090909091","0.09090909090909091"
"019836","Larchmont Elementary School","044909","Toledo City","Lucas","Traditional School","K-8","Open","48.0","0.041666666666666664","46.0","1.0","0.0"
"021386","Longfellow Elementary School","044909","Toledo City","Lucas","Traditional School","K-8","Open","48.0","0.020833333333333332","47.0","0.9574468085106383","0.0425531914893617"
"022970","Marshall Elementary School","044909","Toledo City","Lucas","Traditional School","K-8","Open","32.0","0.0","32.0","0.90625","0.09375"
"023648","McKinley Elementary School","044909","Toledo City","Lucas","Traditional School","K-8","Open","38.0","0.02631578947368421","37.0","0.918918918918919","0.08108108108108109"
"023929","McTigue Elementary School","044909","Toledo City","Lucas","Traditional School","K-8","Open","28.0","0.03571428571428571","27.0","0.8888888888888888","0.1111111111111111"
"026484","Navarre Elementary School","044909","Toledo City","Lucas","Traditional School","K-8","Open","57.0","0.03508771929824561","55.0","1.0","0.0"
"028258","Oakdale Elementary School","044909","Toledo City","Lucas","Traditional School","K-8","Open","44.0","0.0","44.0","0.8863636363636364","0.11363636363636363"
"028514","Old Orchard Elementary School","044909","Toledo City","Lucas","Traditional School","K-8","Open","29.0","0.0","29.0","0.8275862068965517","0.1724137931034483"
"028902","Ottawa River Elementary School","044909","Toledo City","Lucas","Traditional School","K-8","Open","48.0","0.041666666666666664","46.0","0.9347826086956522","0.06521739130434782"
"029892","Pickett Elementary School","044909","Toledo City","Lucas","Traditional School","K-8","Open","27.0","0.1111111111111111","24.0","0.875","0.125"
"031153","Raymer Elementary School","044909","Toledo City","Lucas","Traditional School","K-8","Open","59.0","0.01694915254237288","58.0","0.9137931034482759","0.08620689655172414"
"031401","Reynolds Elementary School","044909","Toledo City","Lucas","Traditional School","K-8","Open","34.0","0.08823529411764706","31.0","0.8387096774193549","0.16129032258064516"
"031955","Riverside Elementary School","044909","Toledo City","Lucas","Traditional School","K-8","Open","39.0","0.07692307692307693","36.0","0.8888888888888888","0.1111111111111111"
"032102","Robinson Elementary School","044909","Toledo City","Lucas","Traditional School","K-8","Open","23.0","0.043478260869565216","22.0","0.6363636363636364","0.36363636363636365"
"032441","Martin Luther King Academy for Boys Elementary School","044909","Toledo City","Lucas","Traditional School","K-8","Open","31.0","0.03225806451612903","30.0","0.9666666666666667","0.03333333333333333"
"034389","Sherman Elementary School","044909","Toledo City","Lucas","Traditional School","K-8","Open","26.0","0.038461538461538464","25.0","0.8","0.2"
"035352","Spring Elementary School","044909","Toledo City","Lucas","Traditional School","K-8","Open","21.0","0.14285714285714285","18.0","0.7777777777777778","0.2222222222222222"
"038984","Walbridge Elementary School","044909","Toledo City","Lucas","Traditional School","K-8","Open","35.0","0.05714285714285714","33.0","1.0","0.0"
"041137","Whittier Elementary School","044909","Toledo City","Lucas","Traditional School","K-8","Open","52.0","0.038461538461538464","50.0","0.94","0.06"
"068478","East Broadway Elementary School","044909","Toledo City","Lucas","Traditional School","K-8","Open","36.0","0.08333333333333333","33.0","0.9090909090909091","0.09090909090909091"
"068486","Old West End Academy Elementary School","044909","Toledo City","Lucas","Traditional School","K-8","Open","34.0","0.0","34.0","0.9411764705882353","0.058823529411764705"
"025197","Monclova Elementary School","048207","Anthony Wayne Local","Lucas","Traditional School","K-4","Open","138.0","0.007246376811594203","137.0","1.0","0.0"
