"Building IRN","Building Name","District IRN","District Name","County","Region","Open/Closed Status (as of 9/1/2014)","Feeder IRN","School Type","Gifted ","Read 3rd Grade 2013-14 % Proficient or above","Math 3rd Grade 2013-14 % Proficient or above","Read 4th Grade 2013-14 % Proficient or above","Math 4th Grade 2013-14 % Proficient or above","Read 5th Grade 2013-14 % Proficient or above","Math 5th Grade 2013-14 % Proficient or above","Science 5th Grade 2013-14 % Proficient or above","Read 6th Grade 2013-14 % Proficient or above","Math 6th Grade 2013-14 % Proficient or above","Read 7th Grade 2013-14 % Proficient or above","Math 7th Grade 2013-14 % Proficient or above","Read 8th Grade 2013-14 % Proficient or above","Math 8th Grade 2013-14 % Proficient or above","Science 8th Grade 2013-14 % Proficient or above","Read OGT 2013-14 % Proficient or above","Math OGT 2013-14 % Proficient or above","Write OGT 2013-14 % Proficient or above","Social Studies OGT 2013-14 % Proficient or above","Science OGT 2013-14 % Proficient or above","Read 11th Grade 2013-14 % at or above Proficient","Math 11th Grade 2013-14 % at or above Proficient","Write 11th Grade 2013-14 % at or above Proficient","Social Studies 11th Grade 2013-14 % at or above Proficient","Science 11th Grade 2013-14 % at or above Proficient","Attendance rate 2013-14","	2013 4-Year Longitudinal Graduation Rate - Class of 2013","	2013 5-Year Longitudinal Graduation Rate - Class of 2012","Enrollment","% of Total Enrollment"
"017079","Ellsworth Hill Elementary School","050021","Hudson City","Summit","Region 8","Open","023523","Elementary School","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","84","29.6"
"017087","Hudson Middle School","050021","Hudson City","Summit","Region 8","Open","017095","Middle School","Gifted","--","--","--","--","--","--","--",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","560","51.9"
"017095","Hudson High School","050021","Hudson City","Summit","Region 8","Open","******","High School","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","737","46.7"
"017129","Hunter Elementary School","044008","Franklin City","Warren","Region 13","Open","062331","Elementary School","Gifted","--","--","--","--",">95.0",">95.0",">95.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","28","8.1"
"017137","Huntington Elementary School","049502","Huntington Local","Ross","Region 15","Open","137265","Elementary School","Gifted",">95.0",">95.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","29","5.1"
"017145","Huntington Elementary School","043661","Brunswick City","Medina","Region 8","Open","010132","Elementary School","Gifted","90.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","123","27.5"
"017152","Elm Street Elementary School","044628","Painesville City Local","Lake","Region 4","Open","039099","Elementary School","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","10","2.1"
"017160","Huntington High School","049502","Huntington Local","Ross","Region 15","Open","******","High School","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","94.2",">95.0",">95.0","17","4.9"
"017178","Cardinal Intermediate School","047175","Cardinal Local","Geauga","Region 4","Open","004846","Elementary School","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","11","6.4"
"017194","Huron High School","044131","Huron City Schools","Erie","Region 2","Open","******","High School","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","111","22.3"
"017202","Hustead Elementary School","046235","Greenon Local","Clark","Region 10","Open","017400","Elementary School","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"017228","Huy Elementary School","043802","Columbus City School District","Franklin","Region 11","Open","024067","Elementary School","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","17","3.6"
"017251","Hyre Community Learning Center","043489","Akron City","Summit","Region 8","Open","010272","Middle School","Gifted","--","--","--","--","--","--","--",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","93","12.0"
"017269","Northmor Elementary School","048819","Northmor Local","Morrow","Region 7","Open","027722","Elementary School","Gifted","--","--","--","--",">95.0",">95.0",">95.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","32","5.6"
"017285","Independence High School","046565","Independence Local","Cuyahoga","Region 3","Open","******","High School","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","72","19.0"
"017293","Independence Middle School","046565","Independence Local","Cuyahoga","Region 3","Open","017285","Middle School","Gifted","--","--","--","--",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","62","19.6"
"017301","Indian Hill High School","045435","Indian Hill Exempted Village","Hamilton","Region 13","Open","******","High School","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","372","59.6"
"017335","Indian Lake Middle School","048082","Indian Lake Local","Logan","Region 6","Open","017343","Middle School","Gifted","--","--","--","--","92.9","92.9",">95.0",">95.0","94.4",">95.0",">95.0","93.8",">95.0",">95.0","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","59","11.5"
"017343","Indian Lake High School","048082","Indian Lake Local","Logan","Region 6","Open","******","High School","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","94.7",">95.0","54","9.9"
"017350","Indian Riffle Elementary School","044180","Kettering City","Montgomery","Region 10","Open","018911","Elementary School","Gifted",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","57","13.4"
"017368","Indian Run Elementary School","047027","Dublin City","Franklin","Region 11","Open","039693","Elementary School","Gifted",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","103","17.1"
"017392","Indian Springs Elementary School","043802","Columbus City School District","Franklin","Region 11","Open","008581","Elementary School","Gifted",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","122","30.0"
"017400","Indian Valley Middle School","046235","Greenon Local","Clark","Region 10","Open","014571","Middle School","Gifted","--","--","--","--","--","--","--",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","77","13.9"
"017426","Indian Valley High School","050286","Indian Valley Local Schools","Tuscarawas","Region 12","Open","******","High School","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","82","15.0"
"017434","Indianola Informal K-8 School","043802","Columbus City School District","Franklin","Region 11","Open","008581","Elementary School","Gifted",">95.0",">95.0","94.7","94.7","89.7",">95.0","93.1",">95.0","87.1",">95.0",">95.0",">95.0",">95.0","86.8","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","278","47.0"
"017459","Innes Community Learning Center","043489","Akron City","Summit","Region 8","Open","018697","Middle School","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","93.7","--","--","16","4.0"
"017467","Iowa-Maple Elementary School","043786","Cleveland Municipal","Cuyahoga","Region 3","Open","006940","Elementary School","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"017491","Ironton High School","044149","Ironton City","Lawrence","Region 15","Open","******","High School","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0",">95.0",">95.0",">95.0",">95.0","--","--","--","--","--",">95.0",">95.0","--","38","9.6"
"017509","Hawthorne Elementary School","044263","Lorain City","Lorain","Region 2","Open","000840","Elementary School","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"017533","Isham Memorial Elementary School","044974","Wadsworth City","Medina","Region 8","Open","139287","Elementary School","Gifted",">95.0",">95.0",">95.0",">95.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","91","23.0"
"017541","J F Burns Elementary School","050435","Kings Local","Warren","Region 13","Open","124875","Elementary School","Gifted",">95.0",">95.0",">95.0",">95.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","34","5.7"
"017558","Jackman Elementary School","048231","Washington Local","Lucas","Region 1","Open","018127","Elementary School","Gifted",">95.0",">95.0","90.9",">95.0","--","--","--",">95.0",">95.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","47","11.6"
"017574","Jackson Center Elementary School","049809","Jackson Center Local","Shelby","Region 6","Open","017582","Elementary School","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","29","9.4"
"017582","Jackson Center High School","049809","Jackson Center Local","Shelby","Region 6","Open","******","High School","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","15","7.4"
"017665","McComb Local Middle School","047456","McComb Local","Hancock","Region 1","Open","023457","Middle School","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"017699","Jackson-Milton Middle School","048322","Jackson-Milton Local","Mahoning","Region 5","Open","017798","Middle School","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"017756","Jackson High School","044156","Jackson City","Jackson","Region 16","Open","******","High School","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","146","19.5"
"017764","Lakota Middle School","049569","Lakota Local","Sandusky","Region 1","Open","019745","Middle School","Gifted","--","--","--","--","94.4",">95.0","94.4","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","33","9.8"
"017772","Jackson High School","049858","Jackson Local","Stark","Region 9","Open","******","High School","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","959","51.0"
"017798","Jackson-Milton High School","048322","Jackson-Milton Local","Mahoning","Region 5","Open","******","High School","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","11","3.8"
"017814","Jacobs Elementary School","043984","Findlay City","Hancock","Region 1","Open","042804","Elementary School","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","26","7.4"
"017822","James Conger Elementary School","043877","Delaware City","Delaware","Region 11","Open","012070","Elementary School","Gifted","--","--",">95.0",">95.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","41","11.4"
"017830","James Ford Rhodes High School","043786","Cleveland Municipal","Cuyahoga","Region 3","Open","******","High School","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","95.0","85.0","85.0","84.2","85.0",">95.0",">95.0",">95.0",">95.0",">95.0","88.7","92.1","--","135","11.4"
"017863","Jane Addams Business Careers High School","043786","Cleveland Municipal","Cuyahoga","Region 3","Open","******","High School","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","90.4","--","--","18","5.2"
"017897","Jasper Elementary School","049130","Scioto Valley Local","Pike","Region 15","Open","029983","Elementary School","Gifted","94.7","94.7","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","94.3","--","--","43","9.3"
"017905","Jefferson Area Sr High School","045872","Jefferson Area Local","Ashtabula","Region 5","Open","******","High School","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0",">95.0","92.3",">95.0","92.3",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","89","14.5"
"017913","Jefferson Ave Elementary School","046003","Shadyside Local","Belmont","Region 12","Open","020172","Elementary School","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","94.8","--","--","15","8.0"
"017939","Jefferson Elementary School","046961","Gahanna-Jefferson City","Franklin","Region 11","Open","020941","Elementary School","Gifted","--","--",">95.0",">95.0",">95.0",">95.0",">95.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","50","10.8"
"017947","Jefferson Elementary","045872","Jefferson Area Local","Ashtabula","Region 5","Open","061929","Elementary School","Gifted",">95.0",">95.0","--","--",">95.0",">95.0","88.9","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","56","9.9"
"017970","Norwood Elementary School","048256","Jefferson Local","Madison","Region 11","Open","038729","Elementary School","Gifted","--","--","--","--",">95.0","--",">95.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","21","3.6"
"018002","National Trail Elementary School","049270","National Trail Local","Preble","Region 10","Open","025247","Elementary School","Gifted",">95.0",">95.0",">95.0",">95.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","64","15.7"
"018044","Jefferson Elementary School","043984","Findlay City","Hancock","Region 1","Open","061366","Elementary School","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","25","10.6"
"018051","Chardon Hills Elementary School","043950","Euclid City","Cuyahoga","Region 3","Open","010793","Elementary School","Gifted",">95.0",">95.0",">95.0",">95.0","90.0","90.9","95.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","73","14.2"
"018069","Dresden Elementary School","048876","Tri-Valley Local","Muskingum","Region 12","Open","067322","Elementary School","Gifted","--","--",">95.0",">95.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","26","5.2"
"018077","Jefferson Elementary School","045104","Willoughby-Eastlake City","Lake","Region 4","Open","009621","Elementary School","Gifted",">95.0",">95.0",">95.0",">95.0","87.0","91.3","87.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","76","19.5"
"018093","Bataan Memorial Intermediate School","044651","Port Clinton City","Ottawa","Region 1","Open","030833","Elementary School","Gifted","--","--",">95.0",">95.0",">95.0",">95.0",">95.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","28","7.3"
"018119","Westwood PreK-8 School","043844","Dayton City","Montgomery","Region 10","Open","006841","Elementary School","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"018127","Jefferson Junior High School","048231","Washington Local","Lucas","Region 1","Open","041046","Junior High School","Gifted","--","--","--","--","--","--","--","--","--","--","--",">95.0",">95.0",">95.0","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","78","16.4"
"018135","Van Wert Elementary School","044966","Van Wert City","Van Wert","Region 1","Open","020594","Elementary School","Gifted",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","65","8.6"
"018150","Jefferson High School","048686","Jefferson Township Local","Montgomery","Region 10","Open","******","High School","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","94.9","--","--","19","8.8"
"018184","Jefferson High School","043885","Delphos City","Allen","Region 6","Open","******","High School","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","--","--","35","10.1"
"018218","Edison High School","047795","Edison Local","Jefferson","Region 12","Open","******","High School","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","38","7.1"
"018259","Jennings Community Learning Center","043489","Akron City","Summit","Region 8","Open","027565","Middle School","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","19","3.2"
"018275","Hillsdale Middle School","045823","Hillsdale Local","Ashland","Region 7","Open","016352","Middle School","Gifted","--","--","--","--","--","--","--","--","--",">95.0",">95.0",">95.0",">95.0",">95.0","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","31","10.4"
"018283","Licking Heights West","048009","Licking Heights Local","Licking","Region 11","Open","036467","Elementary School","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","51","6.4"
"018291","Jerusalem Elementary School","044602","Oregon City","Lucas","Region 1","Open","014259","Elementary School","Gifted","--","--",">95.0",">95.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","48","8.1"
"018309","Harrison North Elementary School","045245","Harrison Hills City","Harrison","Region 12","Open","004507","Elementary School","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"018325","John Adams High School","043786","Cleveland Municipal","Cuyahoga","Region 3","Open","******","High School","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","94.7",">95.0","94.7","78.9","81.3","71.4","--","46","4.4"
"018374","John E Gregg Elementary School","047795","Edison Local","Jefferson","Region 12","Open","035493","Elementary School","Gifted",">95.0",">95.0","--","--",">95.0","78.6","92.9","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","94.8","--","--","37","9.8"
"018382","John F Kennedy High School","043786","Cleveland Municipal","Cuyahoga","Region 3","Open","******","High School","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","82.1","91.7","--","36","4.5"
"018390","John Foster Dulles Elementary School","047373","Oak Hills Local","Hamilton","Region 13","Open","135269","Elementary School","Gifted",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","93.9","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","111","15.8"
"018408","John Hay Early College High School","043786","Cleveland Municipal","Cuyahoga","Region 3","Open","******","High School","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0",">95.0",">95.0",">95.0",">95.0","--","--","--","--","--",">95.0",">95.0","--","82","36.3"
"018416","John Marshall High School","043786","Cleveland Municipal","Cuyahoga","Region 3","Open","******","High School","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","88.5",">95.0","92.0","92.0",">95.0","90.9",">95.0",">95.0","90.9","84.0","89.3","75.0","77","9.6"
"018424","John Muir Elementary School","044636","Parma City","Cuyahoga","Region 3","Open","034462","Elementary School","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","20","4.3"
"018440","John R Lea Middle School","050583","Southeast Local","Wayne","Region 9","Open","040071","Middle School","Gifted","--","--","--","--","--","--","--","--","--",">95.0","88.9",">95.0",">95.0","92.9","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","48","22.7"
"018457","Barberton Elementary School West","043539","Barberton City","Summit","Region 8","Open","020503","Elementary School","Gifted","--","--",">95.0",">95.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","94.7","--","--","34","4.7"
"018465","Johnson Park Middle School","043802","Columbus City School District","Franklin","Region 11","Open","039107","Middle School","Gifted","--","--","--","--","--","--","--","--","--","90.0","50.0","--","--","--","--","--","--","--","--","--","--","--","--","--","92.2","--","--","23","5.9"
"018473","Willis C Adams Middle School","047985","Johnstown-Monroe Local","Licking","Region 11","Open","018481","Middle School","Gifted","--","--","--","--","--","--","--",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","106","30.3"
"018481","Johnstown High School","047985","Johnstown-Monroe Local","Licking","Region 11","Open","******","High School","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","95.0",">95.0",">95.0","95.0",">95.0",">95.0",">95.0",">95.0",">95.0","94.2",">95.0",">95.0","148","27.4"
"018507","Jonathan Alder High School","048264","Jonathan Alder Local","Madison","Region 11","Open","******","High School","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0",">95.0",">95.0","92.3",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","85","13.7"
"018523","Samuel M. Jones at Gunckel Park Elementary School","044909","Toledo City","Lucas","Region 1","Open","008262","Elementary School","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"018531","Jones Middle School","044933","Upper Arlington City","Franklin","Region 11","Open","037945","Middle School","Gifted","--","--","--","--","--","--","--",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","374","52.3"
"018564","Junction City Elementary School","044479","New Lexington City","Perry","Region 16","Open","026807","Elementary School","Gifted",">95.0","94.4",">95.0",">95.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","60","15.7"
"018572","Fairless Middle School","049841","Fairless Local","Stark","Region 9","Open","011171","Junior High School","Gifted","--","--","--","--","--","--","--",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","95","25.3"
"018580","Kae Avenue Elementary School","045070","Whitehall City","Franklin","Region 11","Open","032698","Elementary School","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","93.8","--","--","12","2.4"
"018598","Kalida Elementary School","049346","Kalida Local","Putnam","Region 1","Open","018606","Elementary School","Gifted","--","--","--","--",">95.0",">95.0",">95.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","24","8.6"
"018606","Kalida High School","049346","Kalida Local","Putnam","Region 1","Open","******","High School","Gifted","--","--","--","--","--","--","--",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","--","--","--","--","--",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","--","--","69","20.4"
"018622","Keene Elementary School","046482","River View Local","Coshocton","Region 12","Open","084988","Elementary School","Gifted","94.1",">95.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","49","21.8"
"018671","Kemp PreK-6 School","043844","Dayton City","Montgomery","Region 10","Open","002303","Elementary School","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"018697","Kenmore High School","043489","Akron City","Summit","Region 8","Open","******","High School","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0",">95.0",">95.0","92.9",">95.0","91.9","92.9","93.8","42","6.5"
"018747","J F Kennedy Elementary School","044180","Kettering City","Montgomery","Region 10","Open","018911","Elementary School","Gifted",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","97","18.1"
"018754","Kensington Intermediate Elementary School","044701","Rocky River City","Cuyahoga","Region 3","Open","032235","Elementary School","Gifted",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","189","31.3"
"018770","Kenston High School","047191","Kenston Local","Geauga","Region 4","Open","******","High School","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","112","11.2"
"018788","Kenston Middle School","047191","Kenston Local","Geauga","Region 4","Open","018770","Middle School","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"018804","Kent Middle School","043489","Akron City","Summit","Region 8","Open","013128","Middle School","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","16","3.3"
"018820","Kenton Elementary School","044818","Springfield City","Clark","Region 10","Open","032540","Elementary School","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","14","3.4"
"018838","Arrowood Elementary","045153","Xenia Community City","Greene","Region 10","Open","005678","Elementary School","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","36","6.9"
"018846","Kenton High School","044172","Kenton City","Hardin","Region 6","Open","******","High School","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","91.7","71","12.1"
"018853","Kenton Middle School","044172","Kenton City","Hardin","Region 6","Open","018846","Middle School","Gifted","--","--","--","--","--","--","--",">95.0","93.8","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","31","7.4"
"018879","Ecole Kenwood Alternative K-8 School","043802","Columbus City School District","Franklin","Region 11","Open","011995","Elementary School","Gifted",">95.0",">95.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","67","20.6"
"018887","Kenwood Elementary School","043638","Bowling Green City School District","Wood","Region 1","Open","003293","Elementary School","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","14","3.4"
"018895","Kenwood Elementary","044818","Springfield City","Clark","Region 10","Open","015735","Elementary School","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","16","3.8"
"018911","Kettering Middle School","044180","Kettering City","Montgomery","Region 10","Open","018929","Middle School","Gifted","--","--","--","--","--","--","--",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","137","14.5"
"018929","Kettering Fairmont High School","044180","Kettering City","Montgomery","Region 10","Open","******","High School","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","477","21.4"
