"Building IRN","Building Name","District IRN","District Name","County","Region","Open/Closed Status (as of 9/1/2014)","Feeder IRN","School Type","Disability Status","Read 3rd Grade 2013-14 % Proficient or above","Math 3rd Grade 2013-14 % Proficient or above","Read 4th Grade 2013-14 % Proficient or above","Math 4th Grade 2013-14 % Proficient or above","Read 5th Grade 2013-14 % Proficient or above","Math 5th Grade 2013-14 % Proficient or above","Science 5th Grade 2013-14 % Proficient or above","Read 6th Grade 2013-14 % Proficient or above","Math 6th Grade 2013-14 % Proficient or above","Read 7th Grade 2013-14 % Proficient or above","Math 7th Grade 2013-14 % Proficient or above","Read 8th Grade 2013-14 % Proficient or above","Math 8th Grade 2013-14 % Proficient or above","Science 8th Grade 2013-14 % Proficient or above","Read OGT 2013-14 % Proficient or above","Math OGT 2013-14 % Proficient or above","Write OGT 2013-14 % Proficient or above","Social Studies OGT 2013-14 % Proficient or above","Science OGT 2013-14 % Proficient or above","Read 11th Grade 2013-14 % at or above Proficient","Math 11th Grade 2013-14 % at or above Proficient","Write 11th Grade 2013-14 % at or above Proficient","Social Studies 11th Grade 2013-14 % at or above Proficient","Science 11th Grade 2013-14 % at or above Proficient","Attendance rate 2013-14","	2013 4-Year Longitudinal Graduation Rate - Class of 2013","	2013 5-Year Longitudinal Graduation Rate - Class of 2012","Enrollment","% of Total Enrollment"
"000297","Summit Academy Community School - Dayton","000297","Summit Academy Community School - Dayton","Montgomery","Region 10","Open","","Community School Startup","Disabled","--","--","50.0","20.0","15.4","30.8","30.8","46.2","41.7","43.8","37.5","36.4","27.3","18.2","--","--","--","--","--","--","--","--","--","--","90.7","--","--","87","81.3"
"000297","Summit Academy Community School - Dayton","000297","Summit Academy Community School - Dayton","Montgomery","Region 10","Open","","Community School Startup","NonDisabled","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","89.2","--","--","20","18.7"
"000298","Summit Academy Secondary - Akron","000298","Summit Academy Secondary - Akron","Summit","Region 8","Open","","Community School Startup","Disabled","--","--","--","--","--","--","--","--","--","--","--","--","--","--","70.6","62.5","70.6","62.5","58.8","83.3","76.0","80.0","79.2","79.2","92.2","63.6",">95.0","75","93.8"
"000298","Summit Academy Secondary - Akron","000298","Summit Academy Secondary - Akron","Summit","Region 8","Open","","Community School Startup","NonDisabled","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"000300","Summit Academy Secondary - Canton","000300","Summit Academy Secondary - Canton","Stark","Region 9","Open","","Community School Startup","Disabled","--","--","--","--","--","--","--","--","--","--","--","--","--","--","56.3","43.8","62.5","50.0","50.0","61.5","69.2","53.8","76.9","61.5","93.6","69.2",">95.0","69","86.3"
"000300","Summit Academy Secondary - Canton","000300","Summit Academy Secondary - Canton","Stark","Region 9","Open","","Community School Startup","NonDisabled","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","12","15.0"
"000301","Summit Academy Secondary - Lorain","000301","Summit Academy Secondary - Lorain","Lorain","Region 2","Open","","Community School Startup","Disabled","--","--","--","--","--","--","--","--","--","--","--","--","--","--","66.7","47.1","66.7","47.1","37.5","68.8","50.0","43.8","62.5","43.8","82.5","64.3","80.0","67","82.7"
"000301","Summit Academy Secondary - Lorain","000301","Summit Academy Secondary - Lorain","Lorain","Region 2","Open","","Community School Startup","NonDisabled","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","83.2","--","--","14","17.3"
"000302","Summit Academy Community School-Parma","000302","Summit Academy Community School-Parma","Cuyahoga","Region 3","Open","","Community School Startup","Disabled","66.7","41.7","38.5","53.8","53.3","20.0","20.0","71.4","42.9","37.5","18.8","50.0","43.8","13.3","30.0","25.0","35.0","35.0","35.0","58.3","66.7","41.7","63.6","63.6","91.0","53.6","80.0","172","89.6"
"000302","Summit Academy Community School-Parma","000302","Summit Academy Community School-Parma","Cuyahoga","Region 3","Open","","Community School Startup","NonDisabled","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","88.4","0.0","--","21","10.9"
"000303","Summit Academy Secondary - Youngstown","000303","Summit Academy Secondary - Youngstown","Mahoning","Region 5","Open","","Community School Startup","Disabled","--","--","--","--","--","--","--","--","--","--","--","40.6","25.0","22.6","41.2","13.5","20.0","21.6","19.4","53.1","25.0","46.9","34.4","34.4","88.5","52.8","69.2","188","88.3"
"000303","Summit Academy Secondary - Youngstown","000303","Summit Academy Secondary - Youngstown","Mahoning","Region 5","Open","","Community School Startup","NonDisabled","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","88.2","9.1","--","26","12.2"
"000304","Summit Academy Community School-Toledo","000304","Summit Academy Community School-Toledo","Lucas","Region 1","Open","","Community School Startup","Disabled","20.0","40.0","--","--","8.3","8.3","8.3","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","92.6","--","--","81","73.0"
"000304","Summit Academy Community School-Toledo","000304","Summit Academy Community School-Toledo","Lucas","Region 1","Open","","Community School Startup","NonDisabled","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","94.3","--","--","30","27.0"
"000305","Summit Academy Community School-Warren","000305","Summit Academy Community School-Warren","Trumbull","Region 5","Open","","Community School Startup","Disabled","27.8","44.4","40.0","33.3","19.0","19.0","28.6","64.7","58.8","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","92.1","--","--","92","90.2"
"000305","Summit Academy Community School-Warren","000305","Summit Academy Community School-Warren","Trumbull","Region 5","Open","","Community School Startup","NonDisabled","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"000306","Summit Academy Community School - Cincinnati","000306","Summit Academy Community School - Cincinnati","Hamilton","Region 13","Open","","Community School Startup","Disabled","--","--","--","--","--","--","--","47.4","21.1","59.1","36.4","57.1","35.7","35.7","--","--","--","--","--","--","--","--","--","--","90.1","--","--","96","75.6"
"000306","Summit Academy Community School - Cincinnati","000306","Summit Academy Community School - Cincinnati","Hamilton","Region 13","Open","","Community School Startup","NonDisabled","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","92.0","--","--","31","24.4"
"000311","Bridges Community Academy","000311","Bridges Community Academy","Seneca","Region 7","Open","","Community School Conversion","Disabled","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","21","16.5"
"000311","Bridges Community Academy","000311","Bridges Community Academy","Seneca","Region 7","Open","","Community School Conversion","NonDisabled","--","--","--","--","40.0","30.0","50.0","--","--","--","50.0","--","--","--","--","--","--","--","--","93.8","87.5",">95.0","81.3","81.3","94.2","80.0","--","107","84.3"
"000315","Alexander Jr. / Sr. High School","045906","Alexander Local","Athens","Region 16","Open","******","High School","Disabled","--","--","--","--","--","--","--","--","--","64.5","61.3","70.0","70.0","35.0","45.8","37.5","33.3","62.5","58.3","65.2","68.2","60.9","65.2","69.6","92.3","95.0","85.0","143","19.7"
"000315","Alexander Jr. / Sr. High School","045906","Alexander Local","Athens","Region 16","Open","******","High School","NonDisabled","--","--","--","--","--","--","--","--","--",">95.0","91.5",">95.0","93.3","86.0",">95.0","94.1",">95.0","92.9","90.6",">95.0",">95.0",">95.0",">95.0","92.9","94.7","93.1",">95.0","584","80.3"
"000316","Constellation Schools: Westpark Community Middle","000316","Constellation Schools: Westpark Community Middle","Cuyahoga","Region 3","Open","","Community School Startup","Disabled","--","--","--","--","--","--","--","53.3","40.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","91.7","--","--","35","16.4"
"000316","Constellation Schools: Westpark Community Middle","000316","Constellation Schools: Westpark Community Middle","Cuyahoga","Region 3","Open","","Community School Startup","NonDisabled","--","--","--","--","56.5","47.8","39.1","82.2","71.1","84.6","74.4","88.0","92.0","68.0","--","--","--","--","--","--","--","--","--","--","94.7","--","--","178","83.6"
"000318","Menlo Park Academy","000318","Menlo Park Academy","Cuyahoga","Region 3","Open","","Community School Startup","Disabled","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","16","4.7"
"000318","Menlo Park Academy","000318","Menlo Park Academy","Cuyahoga","Region 3","Open","","Community School Startup","NonDisabled",">95.0",">95.0",">95.0",">95.0",">95.0","95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","323",">95.0"
"000319","Constellation Schools: Madison Community Elementary","000319","Constellation Schools: Madison Community Elementary","Cuyahoga","Region 3","Open","","Community School Startup","Disabled","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","93.0","--","--","36","12.0"
"000319","Constellation Schools: Madison Community Elementary","000319","Constellation Schools: Madison Community Elementary","Cuyahoga","Region 3","Open","","Community School Startup","NonDisabled","72.7","81.8","66.7","56.7","42.1","47.4","42.1","88.2","76.5","84.4","43.8","91.3","91.3","60.9","--","--","--","--","--","--","--","--","--","--","93.3","--","--","263","88.0"
"000320","Constellation Schools: Lorain Community Middle","000320","Constellation Schools: Lorain Community Middle","Lorain","Region 2","Open","","Community School Startup","Disabled","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","92.3","--","--","17","14.8"
"000320","Constellation Schools: Lorain Community Middle","000320","Constellation Schools: Lorain Community Middle","Lorain","Region 2","Open","","Community School Startup","NonDisabled","--","--","--","--","88.5","65.4","84.6",">95.0","82.1","88.0","76.0","89.5","68.4","52.6","--","--","--","--","--","--","--","--","--","--","94.8","--","--","98","85.2"
"000321","Constellation Schools: Old Brooklyn Community Middle","000321","Constellation Schools: Old Brooklyn Community Middle","Cuyahoga","Region 3","Open","","Community School Startup","Disabled","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","94.2","--","--","18","9.5"
"000321","Constellation Schools: Old Brooklyn Community Middle","000321","Constellation Schools: Old Brooklyn Community Middle","Cuyahoga","Region 3","Open","","Community School Startup","NonDisabled","--","--","--","--","93.0","91.2","78.9","94.2","90.4","93.9","84.8",">95.0","94.4","75.0","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","171","90.5"
"000338","Horizon Science Academy Toledo","000338","Horizon Science Academy Toledo","Lucas","Region 1","Open","","Community School Startup","Disabled","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","93.3","--","90.9","62","12.4"
"000338","Horizon Science Academy Toledo","000338","Horizon Science Academy Toledo","Lucas","Region 1","Open","","Community School Startup","NonDisabled","86.2",">95.0","73.1","42.3","39.1","26.1","30.4","55.2","48.3","72.5","37.5","82.8","55.2","48.3",">95.0","77.0","90.2",">95.0","60.7","93.9","90.9",">95.0","91.2","78.8","93.1","52.8","66.7","438","87.6"
"000342","Youngstown Virtual Academy","045161","Youngstown City Schools","Mahoning","Region 5","Open","******","High School","Disabled","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"000342","Youngstown Virtual Academy","045161","Youngstown City Schools","Mahoning","Region 5","Open","******","High School","NonDisabled","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","39","92.9"
"000345","Elmwood Elementary School","050682","Elmwood Local","Wood","Region 1","Open","007963","Elementary School","Disabled","80.0","66.7","80.0","40.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","64","14.5"
"000345","Elmwood Elementary School","050682","Elmwood Local","Wood","Region 1","Open","007963","Elementary School","NonDisabled","93.5","92.1","86.1","83.3","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","376","85.5"
"000348","Palm Elementary School","044263","Lorain City","Lorain","Region 2","Open","000841","Elementary School","Disabled","--","--","--","--","30.0","20.0","10.0","18.2","18.2","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","59","17.8"
"000348","Palm Elementary School","044263","Lorain City","Lorain","Region 2","Open","000841","Elementary School","NonDisabled","76.7","80.0","89.5","81.6","58.5","53.7","43.9","73.1","50.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","273","82.2"
"000349","Upper Scioto Valley Middle School","047522","Upper Scioto Valley Local","Hardin","Region 6","Open","037960","Middle School","Disabled","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","92.2","--","--","16","15.8"
"000349","Upper Scioto Valley Middle School","047522","Upper Scioto Valley Local","Hardin","Region 6","Open","037960","Middle School","NonDisabled","--","--","--","--","--","--","--","--","--","91.1","86.7",">95.0","94.7","76.3","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","85","84.2"
"000350","Granger Elementary School","048496","Highland Local","Medina","Region 8","Open","024497","Elementary School","Disabled","--","--","90.9","63.6","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","79","18.7"
"000350","Granger Elementary School","048496","Highland Local","Medina","Region 8","Open","024497","Elementary School","NonDisabled",">95.0",">95.0",">95.0",">95.0","91.0","94.0","91.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","344","81.3"
"000351","Ulysses S. Grant Middle School","044339","Marion City","Marion","Region 7","Open","015214","Middle School","Disabled","--","--","--","--","--","--","--","26.2","17.1","26.1","21.7","26.8","19.5","24.4","--","--","--","--","--","--","--","--","--","--","92.0","--","--","145","15.2"
"000351","Ulysses S. Grant Middle School","044339","Marion City","Marion","Region 7","Open","015214","Middle School","NonDisabled","--","--","--","--","--","--","--","81.0","72.3","74.5","61.7","79.0","68.9","64.6","--","--","--","--","--","--","--","--","--","--","94.4","--","--","806","84.7"
"000352","William McKinley Elementary School","044339","Marion City","Marion","Region 7","Open","000351","Elementary School","Disabled","46.2","30.8","30.8","23.1","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","92.9","--","--","78","18.7"
"000352","William McKinley Elementary School","044339","Marion City","Marion","Region 7","Open","000351","Elementary School","NonDisabled","80.5","78.0","56.8","63.6","42.6","56.5","44.7","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","94.6","--","--","340","81.5"
"000356","Genoa Elementary","048942","Genoa Area Local","Ottawa","Region 1","Open","013250","Elementary School","Disabled","54.5","54.5","--","--","27.3","18.2","27.3","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","94.2","--","--","70","11.1"
"000356","Genoa Elementary","048942","Genoa Area Local","Ottawa","Region 1","Open","013250","Elementary School","NonDisabled","94.9","89.9",">95.0","91.4","85.1","77.7","81.9","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","558","88.9"
"000360","Miamisburg Secondary Academy","000360","Miamisburg Secondary Academy","Montgomery","Region 10","Open","","Dropout Recovery","Disabled","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","91.7","--","--"
"000360","Miamisburg Secondary Academy","000360","Miamisburg Secondary Academy","Montgomery","Region 10","Open","","Dropout Recovery","NonDisabled","--","--","--","--","--","--","--","--","--","--","--","--","--","--","76.9","53.8","84.6","61.5","61.5",">95.0","63.6","90.9","81.8","81.8","83.5","69.2","78.0","68","90.7"
"000362","Bridges Learning Center","043489","Akron City","Summit","Region 8","Open","009498","Elementary School","Disabled","36.4","18.2","65.0","50.0","--","--","--","--","--","30.8","23.1","50.0","33.3","8.3","--","--","--","--","--","--","--","--","--","--","92.0","--","--","109",">95.0"
"000362","Bridges Learning Center","043489","Akron City","Summit","Region 8","Open","009498","Elementary School","NonDisabled","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"000363","Akron Alternative Academy","043489","Akron City","Summit","Region 8","Open","******","High School","Disabled","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","90.2","3.7","7.4","68","22.4"
"000363","Akron Alternative Academy","043489","Akron City","Summit","Region 8","Open","******","High School","NonDisabled","--","--","--","--","--","--","--","--","--","--","--","--","--","--","75.7","57.1","70.0","44.9","35.7","88.9","82.2","91.1","75.6","71.1","80.4","2.4","3.3","235","77.6"
"000364","Allen East High School","045757","Allen East Local","Allen","Region 6","Open","******","High School","Disabled","--","--","--","--","--","--","--","--","--","--","--","--","--","--","50.0","30.0","40.0","40.0","20.0","90.0","90.0","80.0","90.0","80.0","93.6","--","--","52","10.1"
"000364","Allen East High School","045757","Allen East Local","Allen","Region 6","Open","******","High School","NonDisabled","--","--","--","--","--","--","--","--","--","89.2","81.9","89.9","88.4","84.1",">95.0",">95.0","94.8",">95.0","89.6",">95.0",">95.0",">95.0","94.9",">95.0","95.0","92.1",">95.0","461","89.9"
"000382","Crestwood Primary School","049189","Crestwood Local","Portage","Region 8","Open","000383","Elementary School","Disabled","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","94.1","--","--","49","11.6"
"000382","Crestwood Primary School","049189","Crestwood Local","Portage","Region 8","Open","000383","Elementary School","NonDisabled","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","374","88.4"
"000383","Crestwood Intermediate School","049189","Crestwood Local","Portage","Region 8","Open","040485","Elementary School","Disabled","28.6","42.9","56.3","33.3","47.1","61.1","52.9","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","93.5","--","--","49","12.2"
"000383","Crestwood Intermediate School","049189","Crestwood Local","Portage","Region 8","Open","040485","Elementary School","NonDisabled","93.7","90.1",">95.0","88.1","76.1","82.0","82.9","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","352","87.8"
