"Building IRN","Building Name","District IRN","District Name","County","Region","Open/Closed Status (as of 9/1/2014)","Feeder IRN","School Type","Mobility Status","Read 3rd Grade 2013-14 % Proficient or above","Math 3rd Grade 2013-14 % Proficient or above","Read 4th Grade 2013-14 % Proficient or above","Math 4th Grade 2013-14 % Proficient or above","Read 5th Grade 2013-14 % Proficient or above","Math 5th Grade 2013-14 % Proficient or above","Science 5th Grade 2013-14 % Proficient or above","Read 6th Grade 2013-14 % Proficient or above","Math 6th Grade 2013-14 % Proficient or above","Read 7th Grade 2013-14 % Proficient or above","Math 7th Grade 2013-14 % Proficient or above","Read 8th Grade 2013-14 % Proficient or above","Math 8th Grade 2013-14 % Proficient or above","Science 8th Grade 2013-14 % Proficient or above","Read OGT 2013-14 % Proficient or above","Math OGT 2013-14 % Proficient or above","Write OGT 2013-14 % Proficient or above","Social Studies OGT 2013-14 % Proficient or above","Science OGT 2013-14 % Proficient or above","Read 11th Grade 2013-14 % at or above Proficient","Math 11th Grade 2013-14 % at or above Proficient","Write 11th Grade 2013-14 % at or above Proficient","Social Studies 11th Grade 2013-14 % at or above Proficient","Science 11th Grade 2013-14 % at or above Proficient","Attendance rate 2013-14","	2013 4-Year Longitudinal Graduation Rate - Class of 2013","	2013 5-Year Longitudinal Graduation Rate - Class of 2012","Enrollment","% of Total Enrollment"
"000265","Albion Elementary School","044545","North Royalton City","Cuyahoga","Region 3","Open","099416","Elementary School","Longevity1to2",">95.0",">95.0",">95.0",">95.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","212","55.6"
"000265","Albion Elementary School","044545","North Royalton City","Cuyahoga","Region 3","Open","099416","Elementary School","Longevity3orMore","87.0","85.5","94.9",">95.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","161","42.3"
"000270","Main Street School","044560","Norwalk City","Huron","Region 2","Open","028050","Elementary School","Longevity0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","10","2.3"
"000270","Main Street School","044560","Norwalk City","Huron","Region 2","Open","028050","Elementary School","Longevity1to2","--","--","--","--","69.6","65.2","65.2","94.4","72.2","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","93.9","--","--","65","15.2"
"000270","Main Street School","044560","Norwalk City","Huron","Region 2","Open","028050","Elementary School","Longevity3orMore","--","--","--","--","86.9","74.3","78.1","90.2","82.2","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","353","82.7"
"000282","Greater Ohio Virtual School","000282","Greater Ohio Virtual School","Warren","Region 13","Open","","Dropout Recovery","Longevity0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","43.2","41.1","184","35.2"
"000282","Greater Ohio Virtual School","000282","Greater Ohio Virtual School","Warren","Region 13","Open","","Dropout Recovery","Longevity1to2","--","--","--","--","--","--","--","--","--","--","--","63.6","36.4","27.3","60.0","46.0","56.0","56.0","44.0","86.6","67.2","71.2","67.2","67.2",">95.0","42.1","49.5","329","62.9"
"000282","Greater Ohio Virtual School","000282","Greater Ohio Virtual School","Warren","Region 13","Open","","Dropout Recovery","Longevity3orMore","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"000288","Auglaize County Educational Academy","000288","Auglaize County Educational Academy","Allen","Region 6","Open","","Dropout Recovery","Longevity0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","50.0","57.9","18","23.1"
"000288","Auglaize County Educational Academy","000288","Auglaize County Educational Academy","Allen","Region 6","Open","","Dropout Recovery","Longevity1to2","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","46.4","60.0","50","64.1"
"000288","Auglaize County Educational Academy","000288","Auglaize County Educational Academy","Allen","Region 6","Open","","Dropout Recovery","Longevity3orMore","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","11","14.1"
"000291","Malvern Middle School","046177","Brown Local","Carroll","Region 12","Open","022368","Middle School","Longevity0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"000291","Malvern Middle School","046177","Brown Local","Carroll","Region 12","Open","022368","Middle School","Longevity1to2","--","--","--","--","--","--","--","--","--","83.3","33.3","88.9","66.7","44.4","--","--","--","--","--","--","--","--","--","--","94.5","--","--","51","32.5"
"000291","Malvern Middle School","046177","Brown Local","Carroll","Region 12","Open","022368","Middle School","Longevity3orMore","--","--","--","--","--","--","--","85.0","75.0","91.3","69.6","88.6","75.0","59.1","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","103","65.6"
"000296","Summit Academy Community School-Columbus","000296","Summit Academy Community School-Columbus","Franklin","Region 11","Open","","Community School Startup","Longevity0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"000296","Summit Academy Community School-Columbus","000296","Summit Academy Community School-Columbus","Franklin","Region 11","Open","","Community School Startup","Longevity1to2","--","--","53.8","38.5","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","94.5","--","--","56","88.9"
"000296","Summit Academy Community School-Columbus","000296","Summit Academy Community School-Columbus","Franklin","Region 11","Open","","Community School Startup","Longevity3orMore","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"000297","Summit Academy Community School - Dayton","000297","Summit Academy Community School - Dayton","Montgomery","Region 10","Open","","Community School Startup","Longevity0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"000297","Summit Academy Community School - Dayton","000297","Summit Academy Community School - Dayton","Montgomery","Region 10","Open","","Community School Startup","Longevity1to2","--","--","--","--","0.0","16.7","16.7","54.5","40.0","63.6","54.5","--","--","--","--","--","--","--","--","--","--","--","--","--","90.8","--","--","77","72.0"
"000297","Summit Academy Community School - Dayton","000297","Summit Academy Community School - Dayton","Montgomery","Region 10","Open","","Community School Startup","Longevity3orMore","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","89.0","--","--","23","21.5"
"000298","Summit Academy Secondary - Akron","000298","Summit Academy Secondary - Akron","Summit","Region 8","Open","","Community School Startup","Longevity0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"000298","Summit Academy Secondary - Akron","000298","Summit Academy Secondary - Akron","Summit","Region 8","Open","","Community School Startup","Longevity1to2","--","--","--","--","--","--","--","--","--","--","--","--","--","--","72.2","64.7","72.2","64.7","61.1","83.3","76.0","80.0","79.2","79.2","92.8","--","--","69","86.3"
"000298","Summit Academy Secondary - Akron","000298","Summit Academy Secondary - Akron","Summit","Region 8","Open","","Community School Startup","Longevity3orMore","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"000300","Summit Academy Secondary - Canton","000300","Summit Academy Secondary - Canton","Stark","Region 9","Open","","Community School Startup","Longevity0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","13","16.3"
"000300","Summit Academy Secondary - Canton","000300","Summit Academy Secondary - Canton","Stark","Region 9","Open","","Community School Startup","Longevity1to2","--","--","--","--","--","--","--","--","--","--","--","--","--","--","56.3","43.8","62.5","50.0","50.0","66.7","73.3","60.0","80.0","66.7","93.6","70.0","--","59","73.8"
"000300","Summit Academy Secondary - Canton","000300","Summit Academy Secondary - Canton","Stark","Region 9","Open","","Community School Startup","Longevity3orMore","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"000301","Summit Academy Secondary - Lorain","000301","Summit Academy Secondary - Lorain","Lorain","Region 2","Open","","Community School Startup","Longevity0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"000301","Summit Academy Secondary - Lorain","000301","Summit Academy Secondary - Lorain","Lorain","Region 2","Open","","Community School Startup","Longevity1to2","--","--","--","--","--","--","--","--","--","--","--","--","--","--","71.4","55.0","72.2","55.0","47.4","73.7","57.9","52.6","68.4","52.6","82.4","--","80.0","73","90.1"
"000301","Summit Academy Secondary - Lorain","000301","Summit Academy Secondary - Lorain","Lorain","Region 2","Open","","Community School Startup","Longevity3orMore","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","81.8","--","--","--"
"000302","Summit Academy Community School-Parma","000302","Summit Academy Community School-Parma","Cuyahoga","Region 3","Open","","Community School Startup","Longevity0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--"
"000302","Summit Academy Community School-Parma","000302","Summit Academy Community School-Parma","Cuyahoga","Region 3","Open","","Community School Startup","Longevity1to2","--","--","33.3","58.3","54.5","18.2","27.3","--","--","--","--","--","--","--","33.3","33.3","60.0","46.7","33.3","--","--","--","--","--","91.0","40.0","--","107","55.7"
"000302","Summit Academy Community School-Parma","000302","Summit Academy Community School-Parma","Cuyahoga","Region 3","Open","","Community School Startup","Longevity3orMore","--","--","--","--","--","--","--","--","--","--","--","50.0","41.7","18.2","--","--","--","--","--","50.0","60.0","30.0","70.0","60.0","90.4","78.6","--","78","40.6"
"000303","Summit Academy Secondary - Youngstown","000303","Summit Academy Secondary - Youngstown","Mahoning","Region 5","Open","","Community School Startup","Longevity0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0.0","--","38","17.8"
"000303","Summit Academy Secondary - Youngstown","000303","Summit Academy Secondary - Youngstown","Mahoning","Region 5","Open","","Community School Startup","Longevity1to2","--","--","--","--","--","--","--","--","--","--","--","45.7","28.6","23.5","44.4","12.8","24.3","25.6","18.4","55.9","29.4","50.0","38.2","38.2","88.6","35.3","69.2","170","79.8"
"000303","Summit Academy Secondary - Youngstown","000303","Summit Academy Secondary - Youngstown","Mahoning","Region 5","Open","","Community School Startup","Longevity3orMore","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","93.3","--","--","--"
"000304","Summit Academy Community School-Toledo","000304","Summit Academy Community School-Toledo","Lucas","Region 1","Open","","Community School Startup","Longevity0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"000304","Summit Academy Community School-Toledo","000304","Summit Academy Community School-Toledo","Lucas","Region 1","Open","","Community School Startup","Longevity1to2","26.7","46.7","30.0","30.0","13.3","13.3","20.0","40.0","20.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","93.2","--","--","102","91.9"
"000304","Summit Academy Community School-Toledo","000304","Summit Academy Community School-Toledo","Lucas","Region 1","Open","","Community School Startup","Longevity3orMore","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"000305","Summit Academy Community School-Warren","000305","Summit Academy Community School-Warren","Trumbull","Region 5","Open","","Community School Startup","Longevity0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"000305","Summit Academy Community School-Warren","000305","Summit Academy Community School-Warren","Trumbull","Region 5","Open","","Community School Startup","Longevity1to2","26.7","46.7","35.7","35.7","13.3","6.7","20.0","54.5","54.5","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","92.7","--","--","77","75.5"
"000305","Summit Academy Community School-Warren","000305","Summit Academy Community School-Warren","Trumbull","Region 5","Open","","Community School Startup","Longevity3orMore","--","--","--","--","--","--","--","90.0","80.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","89.9","--","--","23","22.5"
