"District IRN","District Name","School IRN","School Name","Transfer"
"048298","Austintown Local SD","133801","Life Skills Ctr Of Youngstown, Mahoning","26882.46"
"048298","Austintown Local SD","142950","Ohio Virtual Academy, Lucas - (E School)","187956.27"
"048298","Austintown Local SD","143305","Treca Digital Academy, Marion - (E School)","287.25"
"048298","Austintown Local SD","143396","Alternative Education Academy, Lucas - (E School)","54933.60"
"048298","Austintown Local SD","143453","Mollie Kessler, Mahoning","121054.49"
"048298","Austintown Local SD","148999","Mahoning Unlimited Classroom, Mahoning - (E School)","46707.81"
"048306","Boardman Local SD","000236","Ohio Connections Academy, Cuyahoga - (E School)","67648.13"
"048306","Boardman Local SD","000303","Summit Academy Sec Youngstown, Mahoning","36664.47"
"048306","Boardman Local SD","000417","Buckeye On-Line School, Columbiana - (E School)","67827.45"
"048306","Boardman Local SD","000541","Constellation: Outreach, Cuyahoga","22302.00"
"048306","Boardman Local SD","000623","Summit Academy-Youngstown, Mahoning","25558.56"
"048306","Boardman Local SD","000855","Stambaugh Charter Academy, Mahoning","16036.82"
"048306","Boardman Local SD","007984","Youngstown Acad of Excellence, Mahoning","9535.41"
"048306","Boardman Local SD","008251","Mahoning Valley Opportunity, Mahoning","4993.23"
"048306","Boardman Local SD","009996","Mahoning County High School, Mahoning","30575.14"
"048306","Boardman Local SD","011986","Horizon Science Academy Youngs, Mahoning","27516.03"
"048306","Boardman Local SD","012105","Southside Academy, Mahoning","19521.85"
"048306","Boardman Local SD","013249","Acad Urban Scholars Yngstwn, Mahoning","15251.10"
"048306","Boardman Local SD","014081","Insight School of Ohio, Franklin - (E School)","4423.65"
"048306","Boardman Local SD","133413","Electronic Classrm Of Tomorrow, Franklin - (E School)","69191.10"
"048306","Boardman Local SD","133801","Life Skills Ctr Of Youngstown, Mahoning","82759.34"
"048306","Boardman Local SD","134072","Youngstown Community School, Mahoning","5477.69"
"048306","Boardman Local SD","142950","Ohio Virtual Academy, Lucas - (E School)","114755.46"
"048306","Boardman Local SD","143305","Treca Digital Academy, Marion - (E School)","4940.70"
"048306","Boardman Local SD","143396","Alternative Education Academy, Lucas - (E School)","37875.66"
"048306","Boardman Local SD","143453","Mollie Kessler, Mahoning","59297.65"
"048306","Boardman Local SD","143537","Virtual Community Sch Of Ohio, Franklin - (E School)","8904.75"
"048306","Boardman Local SD","148999","Mahoning Unlimited Classroom, Mahoning - (E School)","133169.94"
"048314","Canfield Local SD","000236","Ohio Connections Academy, Cuyahoga - (E School)","4366.20"
"048314","Canfield Local SD","000417","Buckeye On-Line School, Columbiana - (E School)","2872.50"
"048314","Canfield Local SD","013249","Acad Urban Scholars Yngstwn, Mahoning","2366.42"
"048314","Canfield Local SD","014081","Insight School of Ohio, Franklin - (E School)","6434.40"
"048314","Canfield Local SD","014231","Bio-Med Science Academy STEM S, Portage","861.75"
"048314","Canfield Local SD","133306","Summit Academy Altern Canton, Stark","6271.33"
"048314","Canfield Local SD","133413","Electronic Classrm Of Tomorrow, Franklin - (E School)","58228.72"
"048314","Canfield Local SD","133801","Life Skills Ctr Of Youngstown, Mahoning","20687.49"
"048314","Canfield Local SD","142950","Ohio Virtual Academy, Lucas - (E School)","33780.60"
"048314","Canfield Local SD","148999","Mahoning Unlimited Classroom, Mahoning - (E School)","18039.30"
"048322","Jackson-Milton Local SD","000236","Ohio Connections Academy, Cuyahoga - (E School)","11030.40"
"048322","Jackson-Milton Local SD","000417","Buckeye On-Line School, Columbiana - (E School)","33495.06"
"048322","Jackson-Milton Local SD","009996","Mahoning County High School, Mahoning","2200.60"
"048322","Jackson-Milton Local SD","133413","Electronic Classrm Of Tomorrow, Franklin - (E School)","14246.52"
"048322","Jackson-Milton Local SD","133488","Life Skills Of Trumbull County, Trumbull","1034.70"
"048322","Jackson-Milton Local SD","142950","Ohio Virtual Academy, Lucas - (E School)","31848.60"
"048322","Jackson-Milton Local SD","143396","Alternative Education Academy, Lucas - (E School)","1206.45"
"048322","Jackson-Milton Local SD","143453","Mollie Kessler, Mahoning","22774.00"
"048322","Jackson-Milton Local SD","143537","Virtual Community Sch Of Ohio, Franklin - (E School)","5745.00"
"048322","Jackson-Milton Local SD","148999","Mahoning Unlimited Classroom, Mahoning - (E School)","32190.75"
"048330","Lowellville Local SD","143305","Treca Digital Academy, Marion - (E School)","5227.95"
"048330","Lowellville Local SD","143453","Mollie Kessler, Mahoning","9914.54"
"048348","Poland Local SD","000236","Ohio Connections Academy, Cuyahoga - (E School)","11490.00"
"048348","Poland Local SD","000303","Summit Academy Sec Youngstown, Mahoning","4628.95"
"048348","Poland Local SD","000417","Buckeye On-Line School, Columbiana - (E School)","16854.15"
"048348","Poland Local SD","000855","Stambaugh Charter Academy, Mahoning","5554.81"
"048348","Poland Local SD","009996","Mahoning County High School, Mahoning","346.33"
"048348","Poland Local SD","133413","Electronic Classrm Of Tomorrow, Franklin - (E School)","33033.75"
"048348","Poland Local SD","133801","Life Skills Ctr Of Youngstown, Mahoning","12685.14"
"048348","Poland Local SD","142950","Ohio Virtual Academy, Lucas - (E School)","34828.41"
"048348","Poland Local SD","143453","Mollie Kessler, Mahoning","42735.56"
"048348","Poland Local SD","148999","Mahoning Unlimited Classroom, Mahoning - (E School)","861.75"
"048355","Sebring Local SD","000417","Buckeye On-Line School, Columbiana - (E School)","6891.96"
"048355","Sebring Local SD","008251","Mahoning Valley Opportunity, Mahoning","10275.03"
"048355","Sebring Local SD","133413","Electronic Classrm Of Tomorrow, Franklin - (E School)","62986.50"
"048355","Sebring Local SD","142901","Life Skills Center of  Canton, Stark","1926.24"
"048355","Sebring Local SD","142950","Ohio Virtual Academy, Lucas - (E School)","31649.85"
"048355","Sebring Local SD","143305","Treca Digital Academy, Marion - (E School)","3676.80"
"048355","Sebring Local SD","143396","Alternative Education Academy, Lucas - (E School)","172.35"
"048355","Sebring Local SD","143537","Virtual Community Sch Of Ohio, Franklin - (E School)","1838.40"
"048355","Sebring Local SD","148999","Mahoning Unlimited Classroom, Mahoning - (E School)","14649.75"
"048363","South Range Local SD","000236","Ohio Connections Academy, Cuyahoga - (E School)","5285.40"
"048363","South Range Local SD","000303","Summit Academy Sec Youngstown, Mahoning","9692.31"
"048363","South Range Local SD","000417","Buckeye On-Line School, Columbiana - (E School)","38053.20"
"048363","South Range Local SD","000623","Summit Academy-Youngstown, Mahoning","30286.31"
"048363","South Range Local SD","014081","Insight School of Ohio, Franklin - (E School)","1895.85"
"048363","South Range Local SD","133413","Electronic Classrm Of Tomorrow, Franklin - (E School)","5515.20"
"048363","South Range Local SD","133801","Life Skills Ctr Of Youngstown, Mahoning","5934.88"
"048363","South Range Local SD","142950","Ohio Virtual Academy, Lucas - (E School)","54483.90"
"048363","South Range Local SD","148999","Mahoning Unlimited Classroom, Mahoning - (E School)","13846.70"
"048371","Springfield Local SD","000236","Ohio Connections Academy, Cuyahoga - (E School)","22692.75"
"048371","Springfield Local SD","000303","Summit Academy Sec Youngstown, Mahoning","28849.03"
"048371","Springfield Local SD","000417","Buckeye On-Line School, Columbiana - (E School)","45787.65"
"048371","Springfield Local SD","011986","Horizon Science Academy Youngs, Mahoning","5957.34"
"048371","Springfield Local SD","133413","Electronic Classrm Of Tomorrow, Franklin - (E School)","2757.60"
"048371","Springfield Local SD","133801","Life Skills Ctr Of Youngstown, Mahoning","8350.53"
"048371","Springfield Local SD","142950","Ohio Virtual Academy, Lucas - (E School)","148586.15"
"048371","Springfield Local SD","143396","Alternative Education Academy, Lucas - (E School)","16775.40"
"048371","Springfield Local SD","148999","Mahoning Unlimited Classroom, Mahoning - (E School)","62358.70"
"048389","West Branch Local SD","000236","Ohio Connections Academy, Cuyahoga - (E School)","5745.00"
"048389","West Branch Local SD","000417","Buckeye On-Line School, Columbiana - (E School)","82351.30"
"048389","West Branch Local SD","014081","Insight School of Ohio, Franklin - (E School)","4710.90"
"048389","West Branch Local SD","014231","Bio-Med Science Academy STEM S, Portage","877.02"
"048389","West Branch Local SD","133306","Summit Academy Altern Canton, Stark","20368.20"
"048389","West Branch Local SD","133413","Electronic Classrm Of Tomorrow, Franklin - (E School)","62735.40"
"048389","West Branch Local SD","142950","Ohio Virtual Academy, Lucas - (E School)","51908.85"
"048389","West Branch Local SD","143305","Treca Digital Academy, Marion - (E School)","114.90"
"048389","West Branch Local SD","143396","Alternative Education Academy, Lucas - (E School)","11834.70"
"048389","West Branch Local SD","143537","Virtual Community Sch Of Ohio, Franklin - (E School)","4596.00"
"048389","West Branch Local SD","148999","Mahoning Unlimited Classroom, Mahoning - (E School)","112698.20"
"048397","Western Reserve Local SD","000417","Buckeye On-Line School, Columbiana - (E School)","18091.65"
"048397","Western Reserve Local SD","000541","Constellation: Outreach, Cuyahoga","22302.00"
"048397","Western Reserve Local SD","133413","Electronic Classrm Of Tomorrow, Franklin - (E School)","11490.00"
"048397","Western Reserve Local SD","142950","Ohio Virtual Academy, Lucas - (E School)","2642.70"
"048397","Western Reserve Local SD","148999","Mahoning Unlimited Classroom, Mahoning - (E School)","6779.10"
"048413","Elgin Local SD","000236","Ohio Connections Academy, Cuyahoga - (E School)","6319.50"
"048413","Elgin Local SD","011436","Pleasant Education Academy, Marion","8193.61"
"048413","Elgin Local SD","011444","Rushmore Academy, Marion","69168.72"
"048413","Elgin Local SD","014081","Insight School of Ohio, Franklin - (E School)","3447.00"
"048413","Elgin Local SD","133413","Electronic Classrm Of Tomorrow, Franklin - (E School)","30343.23"
"048413","Elgin Local SD","142950","Ohio Virtual Academy, Lucas - (E School)","19877.70"
"048413","Elgin Local SD","143305","Treca Digital Academy, Marion - (E School)","152585.86"
"048413","Elgin Local SD","148981","Tomorrow Center, Morrow","67545.57"
"048413","Elgin Local SD","149047","Goal Digital Academy, Morrow - (E School)","13213.50"
"048413","Elgin Local SD","151027","London Academy, Madison - (E School)","7525.95"
"048413","Elgin Local SD","151035","Pleasant Community Digital, Marion","44121.94"
"048421","Pleasant Local SD","000236","Ohio Connections Academy, Cuyahoga - (E School)","5745.00"
"048421","Pleasant Local SD","011436","Pleasant Education Academy, Marion","81934.24"
"048421","Pleasant Local SD","011444","Rushmore Academy, Marion","27581.16"
"048421","Pleasant Local SD","133413","Electronic Classrm Of Tomorrow, Franklin - (E School)","20013.90"
"048421","Pleasant Local SD","142950","Ohio Virtual Academy, Lucas - (E School)","40852.29"
"048421","Pleasant Local SD","143305","Treca Digital Academy, Marion - (E School)","86294.31"
"048421","Pleasant Local SD","148981","Tomorrow Center, Morrow","21391.49"
"048421","Pleasant Local SD","149047","Goal Digital Academy, Morrow - (E School)","15877.50"
"048421","Pleasant Local SD","151035","Pleasant Community Digital, Marion","430696.84"
"048439","Ridgedale Local SD","011436","Pleasant Education Academy, Marion","10738.50"
"048439","Ridgedale Local SD","011444","Rushmore Academy, Marion","15426.96"
"048439","Ridgedale Local SD","133413","Electronic Classrm Of Tomorrow, Franklin - (E School)","29810.00"
"048439","Ridgedale Local SD","142950","Ohio Virtual Academy, Lucas - (E School)","5745.00"
"048439","Ridgedale Local SD","143305","Treca Digital Academy, Marion - (E School)","13902.90"
"048439","Ridgedale Local SD","143396","Alternative Education Academy, Lucas - (E School)","5745.00"
"048439","Ridgedale Local SD","148981","Tomorrow Center, Morrow","6462.34"
"048439","Ridgedale Local SD","149047","Goal Digital Academy, Morrow - (E School)","1953.30"
"048439","Ridgedale Local SD","151167","Ridgedale Community School, Marion","192537.61"
"048447","River Valley Local SD","000236","Ohio Connections Academy, Cuyahoga - (E School)","17502.42"
"048447","River Valley Local SD","011436","Pleasant Education Academy, Marion","812.47"
"048447","River Valley Local SD","011444","Rushmore Academy, Marion","96445.56"
"048447","River Valley Local SD","012011","Columbus Performance Academy, Franklin","1443.45"
"048447","River Valley Local SD","014081","Insight School of Ohio, Franklin - (E School)","3389.55"
"048447","River Valley Local SD","133413","Electronic Classrm Of Tomorrow, Franklin - (E School)","89244.67"
"048447","River Valley Local SD","142950","Ohio Virtual Academy, Lucas - (E School)","71019.60"
"048447","River Valley Local SD","143305","Treca Digital Academy, Marion - (E School)","152365.96"
"048447","River Valley Local SD","148981","Tomorrow Center, Morrow","102139.05"
"048447","River Valley Local SD","149047","Goal Digital Academy, Morrow - (E School)","16570.98"
"048447","River Valley Local SD","151035","Pleasant Community Digital, Marion","24727.96"
"048447","River Valley Local SD","151076","Cardington Lincoln Loc Digital, Morrow - (E School)","6968.22"
