"District IRN","Name","Address","City","State","Postal Code","Avg Teacher Exp","% of teachers with masters degrees","Teacher attendance %","# of students","# of FT teachers","Student-teacher ratio","% of kids in poverty","% of kids with special needs","% gifted","% white","% non-white","% enrolled less than 3 years","Letter grade standards met","Letter grade performance index","Performance index score","Letter grade overall value-add","Letter grade gifted value-add","Letter grade disabled value-add","Letter grade lowest 20% value-add","Letter grade of AMO","Attendance rate","Graduation rate","State Funding per Student","Charter cost per student","Charter cost per classroom","% Spent in Classroom","% Spent on Administration","Community School Transfer","Funding per Student","Third Grade Reading Student Count","Third Grade Reading Student Count At or Above 392","Third Grade Reading Percentage","Read 3rd Grade % at or above Proficient","TOTAL CALCULATED STATE FUNDING","TOTAL ADDITIONAL AID ITEMS","TOTAL ADM","Letter grade of four year graduation rate"
"047837","Danville Local","PO Box 30","Danville","OH","43014-0030","15","47.0","94.7","677.0","66","10.3","50.5","21.4","18.3","94.8","5.2","36.6","C","C","93.679","F","C","B","B","F","94.7","91.1","4993.69","49.66","1241.40","93.2","6.8","-177746.22","5168.832829436171","36.0","36","100.0","100.0","3139656","74428","622","B"
"050427","Springboro Community City","1685 S Main St","Springboro","OH","45066-1524","12","70.6","95.7","5642.0","324","17.4","6.6","10.6","38.6","91.3","8.7","31.0","A","B","106.877","A","D","C","F","C","97.2","96.5","1887.61","71.53","1788.32","94.3","5.7","-605782.23","2019.7347682914276","418.0","417","99.8","99.8","11459292","316973","5831","A"
"047449","Liberty-Benton Local","9190 County Road 9","Findlay","OH","45840-8811","12","64.7","95.4","1301.0","87","15.0","22.5","11.6","21.8","90.4","9.6","37.0","A","B","103.179","A","D","B","C","B","96.9","96.4","4162.72","16.47","411.80","92.2","7.8","-55942.47","4280.866211050619","95.0","95","100.0","100.0","5052397","121543","1209","A"
"043968","Fairborn City","306 E Whittier Ave","Fairborn","OH","45324-5313","17","69.1","94.8","4183.0","239","17.5","54.5","13.9","7.6","78.5","21.5","43.5","D","C","93.249","F","F","B","D","F","94.5","90.2","3442.11","244.59","6114.80","93.4","6.6","-2746326.93","3905.208320251862","309.0","298","96.4","96.4","17331049","580736","4587","B"
"043885","Delphos City","234 N Jefferson St","Delphos","OH","45833-1690","17","47.1","95.7","1109.0","61","18.2","46.1","13.7","6.9","93.9","6.1","38.2","A","B","103.83","A","B","C","D","B","96.6","97.4","2633.77","100.65","2516.21","92.1","7.9","-171013.59","2845.866230853487","82.0","82","100.0","100.0","3152474","121240","1150","A"
"046441","Southern Local","38095 State Route 39","Salineville","OH","43945-9726","12","48.4","96","881.0","63","14.0","59.7","17.7","8.6",">95.0","<5.0","41.1","D","C","93.906","A","D","C","C","F","93.7","87.5","6567.63","56.63","1415.72","93.6","6.4","-209113.47","6668.557059820528","58.0","58","100.0","100.0","6371033","42185","962","C"
"049593","Bloom-Vernon Local","PO Box 237","South Webster","OH","45682-0237","16","58.3","95.7","930.0","61","15.2","58.1","11.6","6.7",">95.0","<5.0","33.1","B","B","100.017","A","C","C","C","C","95.1","97.1","7463.45","-8.25","-206.34","93.3","6.7","-158939.22","7503.159757667213","65.0","64","98.5","98.5","6719204","42944","901","A"
"049619","Green Local","4070 Gallia Pike","Franklin Furnace","OH","45629-8889","14","65.7","93.6","568.0","42","13.5","62.0","17.4","12.9",">95.0","<5.0","34.5","F","C","90.381","C","B","F","F","F","94.4","100.0","5447.74","5.28","132.12","92.0","8.0","-99554.19","5501.445330992429","33.0","29","87.9","87.9","3491403","18134","638","A"
"050187","Lakeview Local","300 Hillman Dr","Cortland","OH","44410-1562","14","64.0","94.9","1813.0","102","17.8","28.1","11.8","30.2","93.8","6.2","34.0","A","B","104.068","C","C","C","C","C","95.2","93.7","3301.69","119.14","2978.51","94.3","5.7","-372407.38","3438.686768978619","105.0","105","100.0","100.0","6431164","30885","1879","A"
"046904","Walnut Township Local","11850 Lancaster St","Millersport","OH","43046","11","62.9","94.7","601.0","43","14.0","49.4","15.5","13.8",">95.0","<5.0","41.4","C","B","98.756","D","NA","D","D","D","95.2","86.5","1999.43","216.42","5410.51","91.9","8.1","-187804.00","2274.2411079634876","42.0","41","97.6","97.6","1337855","34945","604","C"
"044933","Upper Arlington City","1950 N Mallway Dr","Upper Arlington","OH","43221-4398","18","81.3","95.4","5560.0","390","14.3","1.4","12.4","39.4","87.9","12.1","37.9","A","A","108.915","A","A","A","A","B","96.1","98.4","532.69","51.01","1275.31","94.9","5.1","-320541.79","671.3626869403759","376.0","376","100.0","100.0","3407946","377754","5639","A"
"044834","Stow-Munroe Falls City","4350 Allen Rd","Stow","OH","44224-1032","16","44.0","95.2","5050.0","307","16.4","22.1","11.8","19.2","89.3","10.7","33.4","A","B","103.519","A","B","D","C","D","95.7","95.1","2574.43","75.27","1881.86","94.0","6.0","-647568.38","2740.69635325685","312.0","311","99.7","99.7","13529363","402802","5083","A"
"044727","St Marys City","100 W Spring St","Saint Marys","OH","45885-2312","17","81.5","96.5","2000.0","126","15.9","47.5","17.0","8.0","94.1","5.9","33.0","B","B","100.9","A","B","C","C","D","96.5","91.8","4858.46","39.25","981.33","94.3","5.7","-310307.43","4985.34550185139","142.0","142","100.0","100.0","10412815","183188","2125","B"
"045120","Wooster City","144 N Market St","Wooster","OH","44691-4810","13","45.0","95.8","3713.0","251","14.8","49.4","16.7","15.0","85.6","14.4","39.9","B","B","100.607","C","C","D","C","D","95.1","89.9","1831.91","138.26","3456.54","93.6","6.4","-753201.73","2074.1073901036784","239.0","235","98.3","98.3","7760960","403163","3936","B"
"048934","Danbury Local","9451 E Harbor Rd","Lakeside Marblehead","OH","43440-1310","21","72.0","94.6","541.0","40","13.5","39.7","18.9","10.9","92.2","7.8","32.9","B","B","102.013","A","C","B","B","C","95.6","95.0","1079.19","83.81","2095.26","92.3","7.7","-50412.97","1280.1592586925756","33.0","33","100.0","100.0","608733","60611","523","A"
"046995","New Albany-Plain Local","55 N High St","New Albany","OH","43054-7099","13","72.5","95.5","4609.0","288","16.0","7.8","10.8","31.8","73.9","26.1","35.9","A","B","106.737","A","B","C","B","C","95.7","98.6","482.29","73.40","1835.09","93.9","6.1","-364845.18","607.3552864220718","374.0","374","100.0","100.0","2603310","210051","4632","A"
"045534","Mount Gilead Exempted Village","145 N Cherry St","Mount Gilead","OH","43338-1266","14","59.3","95.8","1277.0","81","15.8","46.1","16.4","4.9","93.0","7.0","42.8","C","C","95.356","C","C","B","C","F","95.7","92.5","4513.12","187.30","4682.40","91.6","8.4","-611664.52","4779.720088416005","84.0","81","96.4","96.4","6271999","107016","1335","B"
"049296","Twin Valley Community Local","100 Education Dr","West Alexandria","OH","45381-1184","18","73.7","95.4","867.0","58","14.9","40.5","12.0","6.0",">95.0","<5.0","35.2","C","B","98.602","C","C","F","F","F","95.5","95.1","4714.24","62.86","1571.41","92.1","7.9","-217194.17","4814.8360134157265","53.0","53","100.0","100.0","4166051","25841","871","A"
"049833","Canton Local","4526 Ridge Ave SE","Canton","OH","44707-1118","16","71.1","97.1","2052.0","135","15.2","55.6","14.6","12.6","86.5","13.5","40.9","D","B","96.19","C","F","A","A","C","95.4","90.1","3978.32","112.76","2818.96","94.0","6.0","-482501.93","4150.127952338445","117.0","113","96.6","96.6","8318639","96285","2028","B"
"046581","Orange City","32000 Chagrin Blvd","Cleveland","OH","44124-5922","9","67.9","94.7","2073.0","183","11.3","12.3","14.4","35.0","64.6","35.4","36.9","A","A","108.246","A","A","A","A","B","95.9","95.4","548.97","25.99","649.68","93.9","6.1","-59394.05","667.5201109050377","124.0","123","99.2","99.2","1228190","197072","2135","A"
"045245","Harrison Hills City","730 Peppard Ave","Cadiz","OH","43907-1067","14","48.3","95.2","1504.0","104","14.5","55.9","17.6","8.4","94.8","5.2","35.1","D","C","91.272","C","C","D","C","F","93.9","84.5","5143.21","69.45","1736.26","91.6","8.4","-574804.60","5323.959508051487","103.0","102","99.0","99.0","10010834","205312","1919","C"
"047787","Buckeye Local","6899 State Highway 150","Dillonvale","OH","43917-7904","12","52.4","94.7","1881.0","164","11.5","64.5","15.6","15.0",">95.0","<5.0","31.4","D","C","94.87","C","C","F","D","F","93.9","98.2","4589.27","42.72","1068.06","92.6","7.4","-294948.23","4721.798211174698","120.0","120","100.0","100.0","9334436","178712","2015","A"
"050492","Frontier Local","44870 State Route 7","New Matamoras","OH","45767-6149","18","34.3","94.5","705.0","50","14.1","45.1","21.3","9.8",">95.0","<5.0","27.2","D","C","91.887","F","F","D","C","F","94.9","83.7","7090.01","-22.12","-552.88","91.7","8.3","-123731.88","7177.361292081231","49.0","47","95.9","95.9","5187437","78593","734","D"
"049056","Northern Local","8700 Sheridan Dr","Thornville","OH","43076-9757","16","70.6","95.2","2194.0","120","18.3","43.2","12.3","16.2",">95.0","<5.0","37.1","B","B","100.043","C","D","D","D","D","95.5","90.1","5075.94","73.52","1838.02","94.3","5.7","-518349.17","5225.3639837978235","129.0","129","100.0","100.0","11483741","165320","2229","B"
"046342","Goshen Local","6694 Goshen Rd","Goshen","OH","45122-9273","11","68.9","95.2","2700.0","158","17.1","56.4","17.0","19.3","93.6","6.4","40.3","A","B","103.865","B","C","F","B","B","95.1","96.6","4962.04","27.55","688.83","94.2","5.8","-344816.81","5083.16398190927","177.0","177","100.0","100.0","13319716","246080","2669","A"
"043588","Bellefontaine City","820 Ludlow Rd","Bellefontaine","OH","43311-1852","15","71.7","95.5","2592.0","174","14.9","53.2","17.1","15.8","82.8","17.2","33.5","D","B","96.449","A","A","B","D","F","95.6","93.2","4823.45","28.61","715.32","93.8","6.2","-402494.26","4982.3160491227545","154.0","154","100.0","100.0","12918984","331286","2659","A"
"043901","East Cleveland City","1843 Stanwood Rd","East Cleveland","OH","44112-2901","17","71.2","91","2464.0","229","10.8",">95.0","22.1","5.3","NA","NA","56.9","F","D","75.389","F","F","C","C","F","91.5","72.4","11643.09","-761.31","-19032.80","89.7","10.3","-4172936.90","11069.753488739248","128.0","107","83.6","83.6","31765953","487545","2914","F"
"048678","Brookville Local","75 June Pl","Brookville","OH","45309-1621","15","71.5","96.6","1405.0","81","17.3","31.0","10.6","15.5",">95.0","<5.0","33.0","A","B","104.426","A","D","D","D","B","96.4","92.1","3420.16","68.72","1717.99","93.1","6.9","-211088.72","3551.4801509879253","92.0","92","100.0","100.0","5208295","88773","1492","B"
"049270","National Trail Local","6940 Oxford Gettysburg Rd","New Paris","OH","45347-9065","12","60.3","95.9","1083.0","77","14.1","48.8","10.4","19.0",">95.0","<5.0","36.7","C","B","96.791","F","D","C","D","F","95.8","92.2","4692.25","42.67","1066.78","92.9","7.1","-229989.00","4798.308568172774","78.0","78","100.0","100.0","5237938","67648","1106","B"
"044958","Vandalia-Butler City","306 S Dixie Dr","Vandalia","OH","45377-2128","19","77.4","95.7","3137.0","169","18.6","34.0","16.3","24.9","83.1","16.9","36.5","A","B","102.642","A","C","B","C","D","95.9","96.6","1022.22","192.35","4808.76","94.3","5.7","-731226.10","1326.3457871347698","187.0","187","100.0","100.0","3874520","309915","3155","A"
"048900","Noble Local","20977 Zep Rd E","Sarahsville","OH","43779-9702","15","54.8","95.5","921.0","66","14.0","41.4","10.5","11.6",">95.0","<5.0","31.1","D","C","93.747","F","D","F","C","F","95.1","94.1","5616.40","8.33","208.34","90.5","9.5","-144299.55","5746.164329385609","59.0","59","100.0","100.0","5264997","110885","936","A"
"044610","Orrville City","815 N Ella St","Orrville","OH","44667-1154","16","73.4","96.3","1593.0","95","16.8","50.3","16.8","20.4","79.0","21.0","38.6","B","B","99.805","D","C","C","C","D","95.6","94.6","3575.13","63.80","1595.01","93.8","6.2","-250097.41","3761.140817381686","100.0","100","100.0","100.0","6055101","201030","1663","A"
"044594","Oberlin City","153 N Main St","Oberlin","OH","44074-1173","11","50.6","95.5","988.0","78","12.7","52.8","15.0","21.2","50.0","50.0","37.7","D","B","98.094","A","C","C","A","C","95.4","89.9","3080.85","192.24","4805.95","92.7","7.3","-332317.15","3306.4091966345372","69.0","66","95.7","95.7","3419979","34325","1045","B"
"049684","Seneca East Local","13343 E US Highway 224","Attica","OH","44807-9301","12","32.2","94.8","953.0","60","15.9","32.5","16.3","13.0","94.4","5.6","30.2","C","B","98.964","F","C","C","D","C","96.0","95.9","4549.27","46.64","1166.01","94.6","5.4","-98864.83","4622.917043144342","67.0","67","100.0","100.0","4069555","23576","885","A"
"050690","Lake Local","28090 Lemoyne Rd","Millbury","OH","43447-9747","12","65.4","95.9","1569.0","103","15.2","37.9","13.1","11.4","83.7","16.3","35.5","B","B","101.226","C","C","C","C","C","96.0","92.3","2380.01","152.87","3821.65","91.7","8.3","-393407.41","2635.051685675496","107.0","107","100.0","100.0","4240535","165351","1672","B"
"045336","Covington Exempted Village","25 N Grant St","Covington","OH","45318-1621","14","53.2","95.2","845.0","53","15.9","39.3","10.5","13.5",">95.0","<5.0","32.0","C","B","97.121","C","C","A","B","F","96.9","97.6","3880.44","33.60","839.93","92.6","7.4","-82922.67","4006.690809800963","64.0","63","98.4","98.4","3269581","76086","835","A"
"048272","Madison-Plains Local","55 Linson Rd","London","OH","43140-9751","12","69.0","92.9","1173.0","86","13.6","47.2","13.5","10.3","94.4","5.6","41.5","D","C","95.442","C","C","D","C","C","94.8","94.5","3383.38","113.58","2839.60","91.3","8.7","-305154.43","3543.0770713498955","78.0","78","100.0","100.0","4581625","50453","1307","A"
"050054","Revere Local","PO Box 340","Bath","OH","44210-0340","17","74.8","95.2","2507.0","185","13.6","9.1","8.8","33.4","88.9","11.1","32.2","A","B","107.938","A","A","B","C","B","96.6","99.1","709.44","74.34","1858.54","93.6","6.4","-225691.08","828.6130389103739","187.0","187","100.0","100.0","2083346","117110","2656","A"
"044206","Lancaster City","345 E Mulberry St","Lancaster","OH","43130-3166","12","59.8","95.9","6060.0","369","16.4","55.3","15.0","17.3","93.8","6.2","40.1","C","B","99.646","A","C","A","A","D","95.0","94.7","3028.08","139.43","3485.71","93.4","6.6","-1702726.02","3244.147949596384","401.0","392","97.8","97.8","20986131","490648","6620","A"
"050112","Bristol Local","PO Box 260","Bristolville","OH","44402-0260","15","50.3","94.8","701.0","45","15.6","47.4","15.4","7.8",">95.0","<5.0","36.3","B","B","99.94","A","A","F","C","B","93.6","88.9","4234.27","118.68","2966.93","92.2","7.8","-235233.59","4381.414767357659","41.0","41","100.0","100.0","3547063","22782","815","C"
"044750","Shaker Heights City","15600 Parkland Dr","Shaker Heights","OH","44120-2529","12","78.5","96","5105.0","368","13.9","34.8","14.8","28.5","38.9","61.1","40.5","C","B","99.665","D","A","C","C","C","96.2","89.4","2542.97","77.83","1945.64","93.3","6.7","-693923.30","2748.8260699453917","335.0","334","99.7","99.7","14083620","670237","5367","B"
"043620","Bexley City","348 S Cassingham Rd","Bexley","OH","43209-1897","18","82.8","95.2","2160.0","155","13.9","11.1","9.3","40.2","83.1","16.9","35.6","A","B","107.406","A","A","A","A","B","95.9","96.8","1590.83","154.05","3851.23","94.0","6.0","-399094.21","1805.9321454700785","155.0","154","99.4","99.4","3897030","77086","2201","A"
"045583","Perrysburg Exempted Village","140 E Indiana Ave","Perrysburg","OH","43551-2261","12","66.0","95.8","4547.0","259","17.6","12.1","10.3","19.2","85.1","14.9","34.6","A","B","106.771","A","A","A","A","B","97.1","96.2","1660.18","91.98","2299.45","94.1","5.9","-561085.13","1839.08350843065","338.0","337","99.7","99.7","8436148","412805","4812","A"
"049502","Huntington Local","188 Huntsman Rd","Chillicothe","OH","45601-9378","13","66.5","93.6","1203.0","80","15.0",">95.0","14.5","5.5",">95.0","<5.0","38.9","D","C","95.838","D","A","A","C","C","94.2","88.6","7268.93","11.99","299.78","94.9","5.1","-271943.33","7414.585888960487","100.0","100","100.0","100.0","9156921","163436","1257","C"
"049205","James A Garfield Local","10235 State Route 88","Garrettsville","OH","44231-9205","17","73.6","96.1","1509.0","85","17.8","39.4","13.1","12.6",">95.0","<5.0","35.5","B","B","103.356","A","A","B","C","B","95.5","95.2","4230.60","31.13","778.34","94.4","5.6","-166272.89","4340.052337121936","113.0","113","100.0","100.0","5810827","92599","1360","A"
"049759","Anna Local","PO Box 169","Anna","OH","45302-0169","17","85.8","96.3","1231.0","64","19.2","14.3","11.9","8.6",">95.0","<5.0","26.2","A","B","106.651","C","C","C","D","C","96.8","97.9","3702.40","25.10","627.62","93.8","6.2","-58342.85","3828.17625945834","90.0","90","100.0","100.0","4321066","115905","1159","A"
"045237","Bridgeport Exempted Village","55781 National Rd","Bridgeport","OH","43912-1528","12","55.1","94.8","786.0","56","14.0","61.1","18.8","13.0","88.3","11.7","41.6","D","C","93.703","D","C","C","C","F","94.5","92.3","5681.38","10.58","264.44","92.4","7.6","-84013.14","5745.133850704983","52.0","49","94.2","94.2","4445323","40880","781","B"
"047308","Rolling Hills Local","PO Box 38","Byesville","OH","43723-0038","14","63.4","92.5","1772.0","107","16.6","56.9","18.8","13.3","94.5","5.5","35.2","D","C","94.43","A","D","A","A","F","94.5","87.2","4873.53","31.24","781.02","93.6","6.4","-289341.60","5040.33902232665","101.0","99","98.0","98.0","9108752","244252","1856","C"
"047712","Monroeville Local","101 West St","Monroeville","OH","44847-9797","15","71.6","95.5","641.0","44","14.6","30.9","11.5","10.9","94.7","5.3","33.4","D","C","94.517","F","D","A","C","F","95.9","95.2","3301.71","102.85","2571.33","92.7","7.3","-112843.16","3513.982349165597","42.0","37","88.1","88.1","2123284","66630","623","A"
"048876","Tri-Valley Local","36 E Muskingum Ave","Dresden","OH","43821-9701","13","65.1","96.7","3029.0","169","17.9","42.0","15.8","6.7","94.9","5.1","33.4","A","B","102.35","A","C","B","A","B","95.2","91.8","5118.98","76.00","1899.98","92.9","7.1","-699281.59","5256.57496241093","225.0","225","100.0","100.0","15895457","186509","3059","B"
"045906","Alexander Local","6091 Ayers Rd","Albany","OH","45710-9492","14","70.8","92.7","1586.0","109","14.6","49.7","18.7","21.8",">95.0","<5.0","34.4","C","B","97.816","A","A","A","B","C","94.5","93.4","5786.56","48.84","1220.96","93.8","6.2","-325387.23","5934.825745577701","112.0","112","100.0","100.0","9581083","162002","1642","A"
"048157","Firelands Local","112 N Lake St","South Amherst","OH","44001-2824","17","68.5","96.6","1749.0","96","18.2","29.0","10.5","19.6","92.6","7.4","35.4","B","B","102.685","A","C","B","C","B","95.5","94.5","4019.87","97.38","2434.45","92.7","7.3","-395550.38","4179.510763793536","113.0","113","100.0","100.0","6900181","100750","1675","A"
"048017","Licking Valley Local","1379 Licking Valley Rd","Newark","OH","43055-9450","15","60.9","96.5","1979.0","122","16.2","40.2","8.0","23.0",">95.0","<5.0","70.3","C","B","97.711","F","F","C","C","D","94.4","93.2","4980.91","42.13","1053.37","91.6","8.4","-324428.86","5074.036770048369","130.0","130","100.0","100.0","9681695","95162","1927","A"
