"School IRN","School Name","Address","City","State","Postal Code","County","District IRN","District Name","Grades Served","# of students","Letter grade standards met","Letter grade performance index","Performance index score","Letter grade overall value-add","Letter grade gifted value-add","Letter grade disabled value-add","Letter grade lowest 20% value-add","Letter grade of AMO","Attendance rate","Graduation rate","Read 3rd Grade % at or above Proficient","Letter grade of four year graduation rate","% of kids in poverty","% of kids with special needs","% gifted","% white","% non-white"
"025346","Monroe Alternative Middle School","474 N Monroe Ave","Columbus","OH","43203-1373","Franklin","043802","Columbus City School District","6-8","210","F","D","78.900","B","C","B","A","F","92.7","NA","NA","NA","89.5","23.8","9.5","NA","NA"
"010208","Credit Recovery Academy","2321 Fairless Dr","Lorain","OH","44055-3516","Lorain","044263","Lorain City","9-12","233","F","D","71.425","NA","NA","NA","NA","F","79.2","NA","NA","F","83.7","9.9","4.7","18.9","81.1"
"015214","Harding High School","1500 Harding Hwy E","Marion","OH","43302-4523","Marion","044339","Marion City","9-12","1095","F","C","92.265","NA","NA","NA","NA","F","92.5","NA","NA","D",">95.0","19.5","8.4","83.2","16.8"
"036145","Stingley Elementary School","95 Linden Dr","Centerville","OH","45459-4530","Montgomery","043737","Centerville City","2-5","268","B","B","103.546","A","A","C","B","D","97.1","NA","98.3","NA","10.8","18.3","21.3","86.9","13.1"
"120360","Blacklick Elementary School","6540 Havens Corners Rd","Blacklick","OH","43004-8415","Franklin","046961","Gahanna-Jefferson City","K-5","478","A","B","104.495","B","B","B","B","F","97.0","NA","94.0","NA","9.4","11.5","15.3","74.1","25.9"
"012518","French Run Elementary School","1200 Epworth Ave","Reynoldsburg","OH","43068-2116","Franklin","047001","Reynoldsburg City","K-4","342","C","B","98.626","C","NA","C","B","F","95.6","NA","78.9","NA","63.7","13.5","6.7","47.1","52.9"
"038760","West Liberty-Salem Middle/High School","7208 US Highway 68 N","West Liberty","OH","43357-9663","Champaign","046219","West Liberty-Salem Local","6-12","640","A","B","106.160","F","F","C","C","A","95.2","NA","NA","A","18.6","8.8","19.5",">95.0","<5.0"
"012515","Reynoldsburg HS Health Sciences & Human Services Academy","6699 E Livingston Ave","Reynoldsburg","OH","43068-3688","Franklin","047001","Reynoldsburg City","9-12","460","B","B","98.083","NA","NA","NA","NA","B","94.3","NA","NA","B","48.7","11.1","14.1","41.3","58.7"
"012514","Reynoldsburg HS Encore: Arts, Communication & Design Academy","7244 E Main St","Reynoldsburg","OH","43068-2014","Franklin","047001","Reynoldsburg City","9-12","543","B","B","97.486","NA","NA","NA","NA","D","93.2","NA","NA","B","42.5","10.5","16.6","48.1","51.9"
"013599","Glendale-Feilbach Elementary School","2317 Cass Rd","Toledo","OH","43614-3111","Lucas","044909","Toledo City","K-8","388","F","C","87.455","A","NA","NA","B","F","95.8","NA","86.5","NA","72.2","33.5","3.6","40.7","59.3"
"011734","Rittman Middle School","50 Saurer St","Rittman","OH","44270-1280","Wayne","045591","Rittman Exempted Village","6-8","256","D","B","98.946","B","C","NA","C","D","95.4","NA","NA","NA","56.3","10.2","19.1",">95.0","<5.0"
"011732","Bucyrus Elementary School","245 Woodlawn Ave","Bucyrus","OH","44820-2460","Crawford","043687","Bucyrus City","P,K,1-5,SN","654","F","C","90.681","B","A","B","C","F","95.8","NA","71.9","NA","69.1","30.7","8.9","92.5","7.5"
"037499","Trevitt Elementary School","519 Trevitt St","Columbus","OH","43203-1100","Franklin","043802","Columbus City","K-5,P","316","F","F","54.704","D","NA","B","C","F","89.9","NA","29.5","NA","93.4","16.5","NA","5.7","94.3"
"025742","Riverdale Elementary School","20613 State Route 37","Mt Blanchard","OH","45867-9783","Hancock","047514","Riverdale Local","3-5","234","B","B","100.511","C","A","C","C","D","96.6","NA","86.5","NA","47.9","14.5","18.4",">95.0","<5.0"
"041509","Willoughby Middle School","36901 Ridge Rd","Willoughby","OH","44094-4129","Lake","045104","Willoughby-Eastlake City","6-8","796","B","B","102.755","A","D","A","A","B","95.8","NA","NA","NA","35.7","12.6","20.4","78.1","21.9"
"003400","Ballard Brady Middle School","32000 Chagrin Blvd","Pepper Pike","OH","44124-5922","Cuyahoga","046581","Orange City","6-8","485","A","B","107.393","A","A","A","A","B","96.1","NA","NA","NA","15.1","15.3","38.6","64.1","35.9"
"066746","Jackson-Milton Elementary School","14110 Mahoning Ave","North Jackson","OH","44451-9616","Mahoning","048322","Jackson-Milton Local","K-6","402","D","B","95.962","F","NA","F","D","F","94.9","NA","80.4","NA","49.0","17.9","3.2",">95.0","<5.0"
"007120","Como Elementary School","2989 Reis Ave","Columbus","OH","43224-3939","Franklin","043802","Columbus City","K-5,P","357","F","D","81.201","F","NA","NA","F","F","92.2","NA","74.1","NA","90.5","14.8","6.4","47.9","52.1"
"017129","Hunter Elementary School","4418 State Route 122","Franklin","OH","45005-9652","Warren","044008","Franklin City","1-6","347","B","B","100.887","D","C","C","C","D","96.5","NA","82.1","NA","26.2","11.8","8.1",">95.0","<5.0"
"036624","Mohawk Elementary School","605 State Highway 231","Sycamore","OH","44882-9434","Wyandot","050740","Mohawk Local","K-6,P","503","D","B","97.776","A","B","NA","D","D","97.1","NA","89.0","NA","37.2","12.3","8.3",">95.0","<5.0"
"067843","Oak Harbor Middle School","315 N Church St","Oak Harbor","OH","43449-1264","Ottawa","048926","Benton Carroll Salem Local","4-7","513","A","B","102.889","D","D","C","B","C","97.0","NA","NA","NA","35.5","17.2","11.5","91.0","9.0"
"142190","Fairfield Local Middle School","11611 State Route 771","Leesburg","OH","45135-8601","Highland","047621","Fairfield Local","5-8","314","C","B","101.482","A","B","A","A","D","96.3","NA","NA","NA","40.8","10.5","8.3",">95.0","<5.0"
"002576","Bethel High School","7490 State Route 201","Tipp City","OH","45371-7316","Miami","048611","Bethel Local","9-12","307","A","B","106.213","NA","NA","NA","NA","A","95.2","NA","NA","B","12.4","7.5","24.8","94.1","5.9"
"029090","Park Elementary School","111 Goodrich Ct","Chardon","OH","44024-1215","Geauga","047183","Chardon Local","K-5","310","A","A","108.603","C","C","NA","NA","A","97.0","NA","92.5","NA","18.7","15.2","8.7","91.0","9.0"
"013771","Glover Community Learning Center","935 Hammel St","Akron","OH","44306-1946","Summit","043489","Akron City","K-5","368","F","D","79.326","B","NA","C","C","F","93.7","NA","64.5","NA",">95.0","16.6","3.8","20.9","79.1"
"061663","Orchard Hollow Elementary School","8700 Hendricks Rd","Mentor","OH","44060-2138","Lake","045492","Mentor Exempted Village","K-5","401","B","B","101.079","F","C","F","F","D","97.0","NA","94.3","NA","20.4","8.0","14.7","93.0","7.0"
"008839","Duncan Falls Elementary School","PO Box 398","Duncan Falls","OH","43734-0398","Muskingum","048843","Franklin Local","K-5,P","730","D","B","96.707","B","D","C","C","F","95.5","NA","89.3","NA","51.0","9.2","10.3",">95.0","<5.0"
"029256","Parkway Elementary School","1490 Parkway Blvd","Alliance","OH","44601-3806","Stark","043497","Alliance City","1-5","338","F","D","82.850","C","NA","C","C","F","95.6","NA","71.4","NA","76.9","14.8","6.8","77.5","22.5"
"033050","Russia High School","100 School St","Russia","OH","45363-9811","Shelby","049817","Russia Local","7-12","244","A","A","110.126","F","B","NA","NA","A","97.4","NA","NA","A","5.3","7.4","16.8",">95.0","<5.0"
"024901","Mills Elementary School","1918 Mills St","Sandusky","OH","44870-4560","Erie","044743","Sandusky City","K-6,P","336","F","D","78.942","A","NA","F","C","F","93.7","NA","69.0","NA","93.2","15.8","4.8","36.9","63.1"
"022657","Maplewood Middle School","4174 Greenville Rd","Cortland","OH","44410-9750","Trumbull","050211","Maplewood Local","5-8","249","A","A","108.153","A","A","A","NA","A","94.8","NA","NA","NA","49.0","14.1","46.2",">95.0","<5.0"
"142513","Bellaire Middle School","54555 Bellaire-Neffs Rd","Bellaire","OH","43906","Belmont","043570","Bellaire Local","5-8","377","A","B","103.136","A","C","A","C","A","94.5","NA","NA","NA","60.5","18.6","17.0","87.3","12.7"
"067991","Fairfield Union Rushville Middle School","6409 Cincinnati Zanesville Rd NE","Lancaster","OH","43130-9323","Fairfield","046870","Fairfield Union Local","5-8","645","D","B","95.964","F","D","C","D","F","96.4","NA","NA","NA","36.9","11.3","10.5",">95.0","<5.0"
"066464","Tippecanoe Middle School","555 N Hyatt St","Tipp City","OH","45371-1522","Miami","045617","Tipp City Exempted Village","6-8","579","B","B","104.274","A","B","A","B","F","96.4","NA","NA","NA","17.3","14.0","45.4",">95.0","<5.0"
"012350","Campus International School","3100 Chester Ave","Cleveland","OH","44114-4604","Cuyahoga","043786","Cleveland Municipal City","K-5","366","D","B","98.613","A","B","C","B","F","96.2","NA","87.7","NA",">95.0","11.2","27.3","34.4","65.6"
"012353","New Technology HS@East Tech","2439 E 55th St","Cleveland","OH","44104-1501","Cuyahoga","043786","Cleveland Municipal","9-12","162","F","D","75.258","NA","NA","NA","NA","F","82.8","NA","NA","F",">95.0","29.0","NA","NA","NA"
"012352","New Technology West","4600 Detroit Ave","Cleveland","OH","44102-2215","Cuyahoga","043786","Cleveland Municipal","9-12","292","D","C","85.553","NA","NA","NA","NA","F","99.8","NA","NA","F",">95.0","15.1","12.0","22.6","77.4"
"012355","Facing History High School@Charles Mooney","3202 W 30th St","Cleveland","OH","44109-1506","Cuyahoga","043786","Cleveland Municipal","9-10","150","F","C","93.077","NA","NA","NA","NA","D","85.1","NA","NA","NA",">95.0","22.7","NA","42.7","57.3"
"019661","Lakeview High School","300 Hillman Dr","Cortland","OH","44410-1562","Trumbull","050187","Lakeview Local","8-12","781","A","B","106.100","F","F","D","D","B","94.9","NA","NA","A","23.0","10.9","39.2","94.6","5.4"
"036772","Emerson Elementary School","13439 Clifton Blvd","Lakewood","OH","44107-1430","Cuyahoga","044198","Lakewood City","K-5","445","D","B","96.833","A","A","D","C","F","96.2","NA","90.7","NA","49.0","10.6","17.5","69.0","31.0"
"042804","Bigelow Hill Elementary School","300 Hillcrest Ave","Findlay","OH","45840-4185","Hancock","043984","Findlay City","4-5","292","D","B","98.694","B","B","B","B","F","96.4","NA","NA","NA","59.2","17.5","16.1","79.8","20.2"
"138552","Ridgewood Middle School","517 S Oak St","West Lafayette","OH","43845-1350","Coshocton","046474","Ridgewood Local","4-7","395","C","B","99.458","D","C","A","C","F","96.4","NA","NA","NA","62.0","10.4","18.7",">95.0","<5.0"
"006890","Colerain High School","8801 Cheviot Rd","Cincinnati","OH","45251-5907","Hamilton","047365","Northwest Local","9-12","1887","A","B","103.040","NA","NA","NA","NA","C","93.1","NA","NA","C","43.7","12.3","24.2","70.5","29.5"
"061366","Chamberlin Hill Elementary School","600 W Yates Ave","Findlay","OH","45840-1160","Hancock","043984","Findlay City","3-5","246","C","B","99.319","C","B","C","C","F","96.8","NA","84.9","NA","39.8","20.3","24.4","89.4","10.6"
"022764","Margaretta High School","209 Lowell St","Castalia","OH","44824-9332","Erie","046805","Margaretta Local","6-12","634","D","B","97.190","D","C","C","D","F","94.6","NA","NA","A","32.0","9.3","11.7","93.2","6.8"
"043265","Big Walnut Middle School","PO Box 5002","Sunbury","OH","43074-5002","Delaware","046748","Big Walnut Local","6-8","455","A","B","104.181","B","C","B","C","C","96.0","NA","NA","NA","19.6","10.8","25.3","92.1","7.9"
"145722","Riverview East Academy","3555 Kellogg Ave","Cincinnati","OH","45226-2180","Hamilton","043752","Cincinnati City","K-12,P","548","F","D","79.614","F","NA","D","B","F","95.8","NA","80.0","F","82.8","28.1","3.8","47.6","52.4"
"066480","Upper Sandusky Middle School","390 W Walker St","Upper Sandusky","OH","43351-1364","Wyandot","045625","Upper Sandusky Exempted Village","4-8","542","D","B","97.981","A","NA","B","A","F","96.2","NA","NA","NA","43.7","12.0","NA","90.4","9.6"
"016188","Sam Salem Community Learning Center","1222 W Waterloo Rd","Akron","OH","44314-1532","Summit","043489","Akron City","K-5","241","F","C","85.607","C","NA","C","C","F","93.1","NA","75.0","NA",">95.0","27.4","7.1","66.4","33.6"
"042440","Nelsonville-York Elementary School","4 Buckeye Dr","Nelsonville","OH","45764-9591","Athens","044446","Nelsonville-York City","K-6,P","645","B","B","99.097","C","NA","A","A","F","94.2","NA","83.0","NA","72.1","18.8","2.2",">95.0","<5.0"
"016634","Holmes Elementary School","8688 Donna Ln","Cincinnati","OH","45236-1720","Hamilton","043851","Deer Park Community City","K-3","356","A","B","105.976","NA","NA","NA","NA","D","95.4","NA","90.2","NA","46.9","12.4","12.6","81.2","18.8"
"038950","Waite High School","301 Morrison Dr","Toledo","OH","43605-2124","Lucas","044909","Toledo City","9-12","810","D","C","90.587","NA","NA","NA","NA","F","90.8","NA","NA","F","84.1","19.8","10.5","42.3","57.7"
"138958","Harmon Middle School","12410 Harmon Rd","Pickerington","OH","43147-9216","Fairfield","046896","Pickerington Local","5-6","547","F","B","97.227","A","C","C","C","F","95.6","NA","NA","NA","36.0","12.8","29.8","53.9","46.1"
"024349","Evergreen Middle School","14544 County Road 6","Metamora","OH","43540-9741","Fulton","047050","Evergreen Local","6-8","278","B","B","102.261","A","A","A","C","D","95.7","NA","NA","NA","30.2","14.7","13.3","93.5","6.5"
"003970","Brunswick High School","3581 Center Rd","Brunswick","OH","44212-3617","Medina","043661","Brunswick City","9-12","2394","A","B","104.952","NA","NA","NA","NA","B","95.0","NA","NA","B","20.8","9.1","24.4","91.9","8.1"
"122507","Mary Emma Bailey Elementary School","4900 Brandonway Dr","Dublin","OH","43017-8418","Franklin","047027","Dublin City","K-5,P","445","A","A","111.453","A","A","C","NA","A","97.1","NA","96.1","NA","NA","9.0","25.2","79.8","20.2"
"039701","Washington High School","400 S Elm St","Washington Court House","OH","43160-2557","Fayette","045013","Washington Court House City","9-12","624","A","B","99.031","NA","NA","NA","NA","D","94.6","NA","NA","A","54.0","21.5","15.4","90.2","9.8"
"061598","Sheridan Middle School","8660 Sheridan Road","Thornville","OH","43076-9757","Perry","049056","Northern Local","6-8","505","B","B","100.708","F","F","D","D","D","94.9","NA","NA","NA","43.8","9.3","20.6",">95.0","<5.0"
"030437","Madison Elementary School","5795 W Alexandria Rd","Middletown","OH","45042-8900","Butler","046128","Madison Local","K-6,P","809","D","C","95.758","D","D","A","C","F","95.8","NA","80.0","NA","42.3","10.3","10.8",">95.0","<5.0"
"113910","Heritage Elementary School","5052 Hamilton Mason Rd","Liberty Twp","OH","45011-8492","Butler","046110","Lakota Local","2-6","496","A","B","105.333","A","A","C","D","F","99.4","NA","96.4","NA","19.6","11.7","45.8","71.6","28.4"
"023531","McGregor Elementary School","2339 17th St SW","Canton","OH","44706-2770","Stark","043711","Canton City","K-5,P","300","F","C","85.783","C","NA","C","C","F","95.4","NA","81.8","NA","91.3","13.0","NA","71.3","28.7"
"036970","Tecumseh Elementary School","1058 Old Springfield Pike","Xenia","OH","45385-1238","Greene","045153","Xenia Community City","K-5","323","C","B","100.470","A","A","D","C","F","96.3","NA","87.0","NA","49.2","12.4","19.8","68.4","31.6"
"040774","Tri-Village Elementary School","PO Box 31","New Madison","OH","45346-0031","Darke","046680","Tri-Village Local","K-6","427","F","C","95.242","B","B","C","C","F","96.2","NA","79.7","NA","44.3","8.0","18.0",">95.0","<5.0"
"039495","Washington Intermediate Elementary School","1249 W High St","Piqua","OH","45356-2542","Miami","044644","Piqua City","4-6","260","B","B","98.236","F","C","C","C","F","96.2","NA","NA","NA","42.7","8.8","16.9","88.8","11.2"
"013177","James A Garfield Middle School","10231 State Route 88","Garrettsville","OH","44231-9205","Portage","049205","James A Garfield Local","7-8","235","A","B","103.885","A","A","A","A","B","96.4","NA","NA","NA","35.3","13.2","15.7",">95.0","<5.0"
"041178","Whittier Elementary School","1212 10th St NE","Massillon","OH","44646-4413","Stark","044354","Massillon City","K-3","410","D","B","98.311","NA","NA","NA","NA","F","95.5","NA","83.8","NA","68.8","11.0","14.6","79.8","20.2"
"019208","Kirtland Elementary School","9140 Chillicothe Rd","Kirtland","OH","44094-9256","Lake","047878","Kirtland Local","K-5","504","B","B","104.347","F","C","C","C","A","96.2","NA","94.9","NA","11.7","10.1","20.0",">95.0","<5.0"
"006098","Chesapeake High School","10181 County Road 1","Chesapeake","OH","45619-7032","Lawrence","045294","Chesapeake Union Exempted Village","9-12","379","B","B","98.218","NA","NA","NA","NA","A","94.1","NA","NA","A","36.1","17.2","10.6","94.5","5.5"
"024836","B L Miller Elementary School","506 W Virginia Ave","Sebring","OH","44672-1151","Mahoning","048355","Sebring Local","K-6","311","F","C","94.960","F","NA","F","D","F","95.8","NA","76.6","NA","74.6","17.7","NA","94.5","5.5"
"042150","Woodward High School","701 E Central Ave","Toledo","OH","43608-2061","Lucas","044909","Toledo City","9-12","608","F","D","75.783","NA","NA","NA","NA","F","92.3","NA","NA","F","89.3","26.5","5.9","22.5","77.5"
"040170","Weigel Elementary School","3242 Banning Rd","Cincinnati","OH","45239-5207","Hamilton","047365","Northwest Local","3-5","436","F","C","91.978","A","B","A","A","F","95.7","NA","76.9","NA","64.7","18.1","9.2","60.6","39.4"
"001958","Beaver Local High School","13187 State Route 7","Lisbon","OH","44432-9524","Columbiana","046425","Beaver Local","9-12","607","A","B","102.966","NA","NA","NA","NA","A","92.9","NA","NA","B","40.0","15.3","13.0",">95.0","<5.0"
"025965","Munroe Elementary School","230 N Munroe Rd","Tallmadge","OH","44278-2059","Summit","044883","Tallmadge City","3-5","491","C","B","102.256","D","C","B","F","C","96.8","NA","96.3","NA","29.9","15.3","4.9","86.4","13.6"
"017699","Jackson-Milton Middle School","13910 Mahoning Ave","North Jackson","OH","44451-9616","Mahoning","048322","Jackson-Milton Local","7-8","131","B","B","100.940","A","NA","C","C","A","95.2","NA","NA","NA","51.1","21.4","NA",">95.0","<5.0"
"000539","Amanda-Clearcreek Elementary School","328 E Main St","Amanda","OH","43102-9330","Fairfield","046847","Amanda-Clearcreek Local","3-5","369","F","B","96.295","D","C","D","C","F","95.9","NA","88.9","NA","40.9","9.2","15.7",">95.0","<5.0"
"021469","Lordstown Elementary School","1776 Salt Springs Rd","Warren","OH","44481-9735","Trumbull","050203","Lordstown Local","K-6","268","A","B","106.286","C","F","B","NA","C","95.7","NA","85.7","NA","38.4","18.3","14.2","93.3","6.7"
"146837","VanGorden Elementary School","6475 LeSourdsville West Chester Rd.","Liberty Township","OH","45011-9726","Butler","046110","Lakota Local","2-6","649","A","B","106.406","A","C","C","C","D","97.9","NA","92.1","NA","5.4","8.0","50.1","84.9","15.1"
"025387","Montgomery Elementary School","9609 Montgomery Rd","Cincinnati","OH","45242-7205","Hamilton","044867","Sycamore Community City","K-4","565","A","A","111.220","A","C","C","C","A","97.2","NA","97.3","NA","11.3","7.3","43.4","64.8","35.2"
"002022","Bedford High School","481 Northfield Rd","Bedford","OH","44146-2201","Cuyahoga","043562","Bedford City","9-12","1054","D","C","93.007","NA","NA","NA","NA","F","94.2","NA","NA","F","58.3","17.7","4.8","11.2","88.8"
"001008","Arlington Park Elementary School","2400 Mock Rd","Columbus","OH","43219-5300","Franklin","043802","Columbus City","K-5,P","218","F","F","57.662","F","NA","F","F","F","94.3","NA","47.5","NA","85.8","25.2","NA","6.4","93.6"
"138826","Julian & Marjorie Lange School Elementary School","219 W Dorothy Ln","Dayton","OH","45429-1450","Montgomery","044586","Oakwood City","K","127","NA","NA","NA","NA","NA","NA","NA","NA","95.5","NA","NA","NA","NA","8.7","NA","85.0","15.0"
"006072","Swanton Middle School","206 Cherry St","Swanton","OH","43558-1226","Fulton","047092","Swanton Local","6-8","314","B","B","103.208","A","B","B","B","B","95.4","NA","NA","NA","42.7","14.0","19.4","90.8","9.2"
"038430","Hilltop Elementary School","400 Hilltop Blvd","Canfield","OH","44406-1227","Mahoning","048314","Canfield Local","K-4","438","A","A","108.004","A","A","A","C","B","96.4","NA","97.1","NA","14.8","12.3","28.8","92.9","7.1"
"039149","Walton School","3409 Walton Ave","Cleveland","OH","44113-4942","Cuyahoga","043786","Cleveland Municipal City","K-8","310","F","D","75.069","C","NA","A","A","F","89.9","NA","54.8","NA",">95.0","14.2","NA","18.1","81.9"
"002758","Birmingham Elementary School","2222 Bakewell St","Toledo","OH","43605-1208","Lucas","044909","Toledo City","K-8","410","F","C","86.068","D","NA","B","B","F","94.5","NA","80.6","NA","94.6","23.9","4.1","54.9","45.1"
"029074","Pandora-Gilboa High School","410 Rocket Ridge","Pandora","OH","45877-0389","Putnam","049395","Pandora-Gilboa Local","9-12","170","A","B","104.791","NA","NA","NA","NA","A","96.0","NA","NA","B","17.1","11.2","19.4","92.9","7.1"
"033985","Madeira Middle School","6612 Miami Ave","Madeira","OH","45243-3143","Hamilton","044289","Madeira City","5-8","436","A","A","110.380","A","A","C","NA","C","97.2","NA","NA","NA","8.0","11.9","43.8","90.6","9.4"
"020594","Van Wert Middle School","10694 State Route 118","Van Wert","OH","45891-9243","Van Wert","044966","Van Wert City","6-8","463","A","B","101.329","A","C","B","A","B","96.5","NA","NA","NA","54.0","13.8","20.3","91.1","8.9"
"088963","Clinton-Massie Elementary School","2380 Lebanon Rd","Clarksville","OH","45113-8326","Clinton","046391","Clinton-Massie Local","K-5","792","C","B","99.119","A","B","A","A","C","96.2","NA","80.4","NA","29.2","11.2","15.7",">95.0","<5.0"
"035873","Michigan Primary School","2304 Wade Ave","Ashtabula","OH","44004-9435","Ashtabula","043513","Ashtabula Area City","K-3","328","F","D","83.418","NA","NA","NA","NA","F","94.1","NA","64.6","NA","84.5","19.5","NA","65.5","34.5"
"039388","Washington Elementary School","7990 Stoutsville Pike","Circleville","OH","43113-9266","Pickaway","049080","Logan Elm Local","K-4","212","C","B","102.350","C","NA","C","C","A","96.2","NA","100.0","NA","34.9","9.0","NA",">95.0","<5.0"
"006387","Watkins Elementary School","1520 Watkins Rd","Columbus","OH","43207-3320","Franklin","043802","Columbus City","K-5,P","362","F","D","65.459","F","NA","B","C","F","93.8","NA","43.6","NA","86.2","18.2","NA","21.5","78.5"
"142331","Anna Middle School","1 McRill Way","Anna","OH","45302-5030","Shelby","049759","Anna Local","6-8","337","A","B","104.871","F","D","B","C","F","96.6","NA","NA","NA","16.0","10.7","11.0",">95.0","<5.0"
"025981","Munson Elementary School","12687 Bass Lake Rd","Chardon","OH","44024-8316","Geauga","047183","Chardon Local","K-5","363","A","A","110.370","B","C","C","NA","A","97.1","NA","97.3","NA","13.2","9.4","13.2","91.7","8.3"
"027052","Newbury High School","14775 Auburn Rd","Newbury","OH","44065-9702","Geauga","047217","Newbury Local","7-12","272","C","B","99.189","D","NA","D","D","C","94.2","NA","NA","C","29.8","13.2","NA","94.1","5.9"
"061846","Seneca East Middle School","13343 E US Highway 224","Attica","OH","44807-9301","Seneca","049684","Seneca East Local","6-8","239","B","B","98.686","C","C","F","D","F","95.9","NA","NA","NA","33.1","16.3","15.9","92.5","7.5"
"017079","Ellsworth Hill Elementary School","7750 Stow Rd","Hudson","OH","44236-1936","Summit","050021","Hudson City","P,2","284","NA","NA","NA","NA","NA","NA","NA","NA","96.9","NA","NA","NA","4.2","13.0","29.6","89.8","10.2"
"041822","Winterset Elementary School","4776 Winterset Dr","Columbus","OH","43220-3139","Franklin","043802","Columbus City","K-5,P","320","D","B","98.956","C","C","NA","C","F","96.2","NA","88.6","NA","46.9","18.8","20.6","56.6","43.4"
"026500","Mathews Junior High School","4429 Warren Sharon Rd","Vienna","OH","44473-9644","Trumbull","050153","Mathews Local","7-8","133","F","C","92.031","F","F","C","F","F","96.0","NA","NA","NA","32.3","12.8","25.6",">95.0","<5.0"
"030155","New Albany High School","7600 Fodor Rd","New Albany","OH","43054-8738","Franklin","046995","New Albany-Plain Local","9-12","1339","A","A","110.974","NA","NA","NA","NA","B","94.3","NA","NA","A","7.7","9.3","30.6","74.8","25.2"
"029843","Philo High School","4000 Millers Ln","Duncan Falls","OH","43734-9750","Muskingum","048843","Franklin Local","9-12","627","A","B","99.887","NA","NA","NA","NA","C","94.2","NA","NA","A","47.4","15.8","18.0",">95.0","<5.0"
"000992","Arlington Local High School","PO Box 260","Arlington","OH","45814-0260","Hancock","047423","Arlington Local","7-12","268","A","B","104.286","A","D","A","A","B","96.5","NA","NA","A","25.7","16.4","26.1",">95.0","<5.0"
"025791","Park Avenue Elementary School","335 Park Ave","Mount Gilead","OH","43338-1139","Morrow","045534","Mount Gilead Exempted Village","K-5,P","610","D","C","94.721","F","D","B","B","F","95.4","NA","81.6","NA","52.1","17.2","2.5","92.1","7.9"
"000448","Allen East Elementary School","9105 Harding Hwy","Harrod","OH","45850-9485","Allen","045757","Allen East Local","K-6","591","A","B","104.759","B","C","C","C","D","96.7","NA","97.6","NA","32.1","10.3","6.1",">95.0","<5.0"
"024018","Dohron Wilson Elementary School","60 High St","Mechanicsburg","OH","43044-1071","Champaign","045484","Mechanicsburg Exempted Village","K-6","479","D","B","101.952","B","C","A","B","A","95.7","NA","96.6","NA","33.6","15.7","12.3",">95.0","<5.0"
"031583","Richmond Heights Secondary School","447 Richmond Rd","Richmond Heights","OH","44143-1429","Cuyahoga","046599","Richmond Heights Local","6-12","359","F","D","82.608","D","NA","C","B","F","94.1","NA","NA","D","49.9","21.2","4.5","6.7","93.3"
"021519","Loudonville High School","421 Campus Ave","Loudonville","OH","44842-1104","Ashland","045468","Loudonville-Perrysville Exempted Village","9-12","418","A","B","101.275","NA","NA","NA","NA","A","94.6","NA","NA","B","31.3","21.3","25.1","93.1","6.9"
"017582","Jackson Center High School","PO Box 849","Jackson Center","OH","45334-0849","Shelby","049809","Jackson Center Local","7-12","204","B","B","97.729","B","NA","NA","C","F","95.8","NA","NA","A","29.4","15.2","7.4",">95.0","<5.0"
"020024","Leawood Elementary School","1677 S Hamilton Rd","Columbus","OH","43227-3667","Franklin","043802","Columbus City","K-5,P","270","F","D","60.862","D","NA","F","D","F","93.4","NA","39.6","NA","88.5","13.0","NA","7.0","93.0"
"035063","South High School","1160 Ann St","Columbus","OH","43206-2876","Franklin","043802","Columbus City School District","7-12","828","F","D","76.884","A","NA","C","A","F","84.8","NA","NA","F","83.2","24.0","9.8","24.0","76.0"
"002626","Bettsville High School","PO Box 6","Bettsville","OH","44815-0006","Seneca","049692","Bettsville Local","9-12","40","F","C","90.571","NA","NA","NA","NA","NA","95.1","NA","NA","B","52.5","NA","NA",">95.0","<5.0"
"001131","Ashville Elementary School","90 Walnut St","Ashville","OH","43103-1538","Pickaway","049098","Teays Valley Local","K-5","312","C","B","99.459","A","B","A","C","D","95.4","NA","86.0","NA","36.9","13.1","15.7","94.9","5.1"
"034694","Smith Elementary School","1701 Shafor Blvd","Dayton","OH","45419-2511","Montgomery","044586","Oakwood City","1-6","430","A","A","110.000","A","A","D","C","A","96.4","NA","100.0","NA","10.0","10.2","42.3","89.5","10.5"
"028613","Olmsted Falls Middle School","27045 Bagley Rd","Olmsted Falls","OH","44138-1103","Cuyahoga","046573","Olmsted Falls City","6-8","942","A","B","105.279","C","F","D","D","C","96.5","NA","NA","NA","18.2","11.9","26.1","91.7","8.3"
"145870","Struthers Elementary School","520 9th St","Struthers","OH","44471-1038","Mahoning","044859","Struthers City","K-4","687","C","B","96.919","C","NA","D","C","F","95.4","NA","81.0","NA","69.0","10.9","1.7","82.0","18.0"
"031740","Ridgeview Middle School","4241 Rudy Rd","Columbus","OH","43214-2945","Franklin","043802","Columbus City School District","6-8","534","D","B","96.338","A","C","A","A","F","96.2","NA","NA","NA","55.8","16.7","33.7","44.8","55.2"
"000840","General Johnnie Wilson Middle School","2700 Washington Ave","Lorain","OH","44052-4648","Lorain","044263","Lorain City","7-8","448","F","D","76.066","A","C","A","A","F","94.2","NA","NA","NA",">95.0","26.3","3.1","23.0","77.0"
"000841","Longfellow Middle School","305 Louisiana Ave","Lorain","OH","44052-2256","Lorain","044263","Lorain City","7-8","522","F","D","82.144","D","C","C","B","F","94.3","NA","NA","NA",">95.0","18.6","10.2","30.3","69.7"
